Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Score,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: Adventurer1,Spreadsheet: Adventurer2,Spreadsheet: Scenario,Spreadsheet: EncounterIntro,Spreadsheet: PlayerAction,Spreadsheet: RewardFeedback,Spreadsheet: NeutralFeedback,Spreadsheet: PunishFeedback,Spreadsheet: scenDelay,Manipulation: Spreadsheet,Store: pName,Store: participant,Store: respReward,Store: respNeutral,Store: respPunish,Store: decPunish,Store: outcome
11,1680391691015,01/04/2023 23:28:11,1680377291015,-4,01/04/2023 15:28:11,128677,3,task-unsm,,28601400,BLIND,8511342,,complete,,4209fcaf-2a3c-42b0-bc6a-158f8c79a1e5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1352x702,,ImplicitDecisionAdventureTask_2opts,3,WF_AxGrp,1,Trial/Encounter,Reward,56azq1,4,continue,,3339.811000047688,3333.44200000001,3339.811000047688,3339.811000047688,3333.44200000001,3339.811000047688,1,0,3339.811000047688,0,0,,Click To Continue,Continue Button,2,object-73,Trial/Encounter,,,,<em>The duo tie a rope and climb down.,"<em>Before proceeding, <b>Aisha</b> rubs their hand along the ground to check for traps.",<em><b>Aisha</b> triggers a pressure plate. A hidden passage leading forward opens up in front of her.,<em><b>Aisha</b> finds no traps so she decides it is safe to continue forward.,<em><b>Aisha</b> touches the ground triggering a pressure plate. This releases a boulder which falls grazing her shoulder dealing damage.,6687,,,lynn,,,,,Reward
12,1680391696098,01/04/2023 23:28:16,1680377296098,-4,01/04/2023 15:28:16,128677,3,task-unsm,,28601400,BLIND,8511342,,complete,,4209fcaf-2a3c-42b0-bc6a-158f8c79a1e5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1352x702,,ImplicitDecisionAdventureTask_2opts,3,WF_AxGrp,1,Trial/Encounter,trialEnd,olwm64,5,continue,,1423.548999976163,1416.6100000000006,1423.548999976163,1423.548999976163,1416.6100000000006,1423.548999976163,1,0,1423.548999976163,0,0,,Click To Continue,Continue Button,2,object-89,Trial/Encounter,,,,<em>The duo tie a rope and climb down.,"<em>Before proceeding, <b>Aisha</b> rubs their hand along the ground to check for traps.",<em><b>Aisha</b> triggers a pressure plate. A hidden passage leading forward opens up in front of her.,<em><b>Aisha</b> finds no traps so she decides it is safe to continue forward.,<em><b>Aisha</b> touches the ground triggering a pressure plate. This releases a boulder which falls grazing her shoulder dealing damage.,6687,,,lynn,,,,,Reward
13,1680391698366,01/04/2023 23:28:18,1680377298366,-4,01/04/2023 15:28:18,128677,3,task-unsm,,28601400,BLIND,8511342,,complete,,4209fcaf-2a3c-42b0-bc6a-158f8c79a1e5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1352x702,,ImplicitDecisionAdventureTask_2opts,3,WF_AxGrp,2,Trial/Encounter,EncounterIntro,wtupv3,1,continue,,2275.0390000000043,2266.576000000001,2275.0390000000043,2275.0390000000043,2266.576000000001,2275.0390000000043,1,0,2275.0390000000043,0,0,,Click To Continue,Continue Button,2,object-65,Trial/Encounter,,,,<em>The duo continues into a dark and narrow underground cave.,<em><b>Becky</b> turns on their flashlight to illuminate the way forward. ,<em><b>Becky’s</b> light illuminates a gemstone vein along the cavern wall. She chips off and adds a few gemstones to their pack.,<em><b>Becky</b> uses the light to make it easier for her to continue forward with no issues.,"<em> The light disturbs a flock of bats, which fly past <b>Becky</b> causing her to drop several rations from their pack.",6927.9,,,lynn,,,,,Reward
14,1680391709028,01/04/2023 23:28:29,1680377309028,-4,01/04/2023 15:28:29,128677,3,task-unsm,,28601400,BLIND,8511342,,complete,,4209fcaf-2a3c-42b0-bc6a-158f8c79a1e5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1352x702,,ImplicitDecisionAdventureTask_2opts,3,WF_AxGrp,2,Trial/Encounter,Delay,4wo1q4,2,timedOut,,6936.823999952321,6933.056000000011,6936.823999952321,6936.823999952321,6933.056000000011,6936.823999952321,1,0,6936.823999952321,0,0,,Time Limit,screen,0,screen,Trial/Encounter,,,,<em>The duo continues into a dark and narrow underground cave.,<em><b>Becky</b> turns on their flashlight to illuminate the way forward. ,<em><b>Becky’s</b> light illuminates a gemstone vein along the cavern wall. She chips off and adds a few gemstones to their pack.,<em><b>Becky</b> uses the light to make it easier for her to continue forward with no issues.,"<em> The light disturbs a flock of bats, which fly past <b>Becky</b> causing her to drop several rations from their pack.",6927.9,,,lynn,,,,,Reward
15,1680391714264,01/04/2023 23:28:34,1680377314264,-4,01/04/2023 15:28:34,128677,3,task-unsm,,28601400,BLIND,8511342,,complete,,4209fcaf-2a3c-42b0-bc6a-158f8c79a1e5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1352x702,,ImplicitDecisionAdventureTask_2opts,3,WF_AxGrp,2,Trial/Encounter,PlayerAction,ga3y5r,3,response,Punish,5239.9679999999935,5233.123999999996,5239.9679999999935,5239.9679999999935,5233.123999999996,5239.9679999999935,1,0,5239.9679999999935,0,0,decision,Click Response,PunishButton,3,object-69,Trial/Encounter,,,,<em>The duo continues into a dark and narrow underground cave.,<em><b>Becky</b> turns on their flashlight to illuminate the way forward. ,<em><b>Becky’s</b> light illuminates a gemstone vein along the cavern wall. She chips off and adds a few gemstones to their pack.,<em><b>Becky</b> uses the light to make it easier for her to continue forward with no issues.,"<em> The light disturbs a flock of bats, which fly past <b>Becky</b> causing her to drop several rations from their pack.",6927.9,,,lynn,,,,,Punish
16,1680391718264,01/04/2023 23:28:38,1680377318264,-4,01/04/2023 15:28:38,128677,3,task-unsm,,28601400,BLIND,8511342,,complete,,4209fcaf-2a3c-42b0-bc6a-158f8c79a1e5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1352x702,,ImplicitDecisionAdventureTask_2opts,3,WF_AxGrp,2,Trial/Encounter,Punish,bufrmy,4,continue,,4007.044000047681,3999.8399999999965,4007.044000047681,4007.044000047681,3999.8399999999965,4007.044000047681,1,0,4007.044000047681,0,0,,Click To Continue,Continue Button,2,object-86,Trial/Encounter,,,,<em>The duo continues into a dark and narrow underground cave.,<em><b>Becky</b> turns on their flashlight to illuminate the way forward. ,<em><b>Becky’s</b> light illuminates a gemstone vein along the cavern wall. She chips off and adds a few gemstones to their pack.,<em><b>Becky</b> uses the light to make it easier for her to continue forward with no issues.,"<em> The light disturbs a flock of bats, which fly past <b>Becky</b> causing her to drop several rations from their pack.",6927.9,,,lynn,,,,,Punish
17,1680391723580,01/04/2023 23:28:43,1680377323580,-4,01/04/2023 15:28:43,128677,3,task-unsm,,28601400,BLIND,8511342,,complete,,4209fcaf-2a3c-42b0-bc6a-158f8c79a1e5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1352x702,,ImplicitDecisionAdventureTask_2opts,3,WF_AxGrp,2,Trial/Encounter,trialEnd,olwm64,5,continue,,2323.224000023838,2317.127999999997,2323.224000023838,2323.224000023838,2317.127999999997,2323.224000023838,1,0,2323.224000023838,0,0,,Click To Continue,Continue Button,2,object-89,Trial/Encounter,,,,<em>The duo continues into a dark and narrow underground cave.,<em><b>Becky</b> turns on their flashlight to illuminate the way forward. ,<em><b>Becky’s</b> light illuminates a gemstone vein along the cavern wall. She chips off and adds a few gemstones to their pack.,<em><b>Becky</b> uses the light to make it easier for her to continue forward with no issues.,"<em> The light disturbs a flock of bats, which fly past <b>Becky</b> causing her to drop several rations from their pack.",6927.9,,,lynn,,,,,Punish
18,1680391728866,01/04/2023 23:28:48,1680377328866,-4,01/04/2023 15:28:48,128677,3,task-unsm,,28601400,BLIND,8511342,,complete,,4209fcaf-2a3c-42b0-bc6a-158f8c79a1e5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1352x702,,ImplicitDecisionAdventureTask_2opts,3,WF_AxGrp,3,Trial/Encounter,EncounterIntro,wtupv3,1,continue,,5291.7959999523155,5283.122000000003,5291.7959999523155,5291.7959999523155,5283.122000000003,5291.7959999523155,1,0,5291.7959999523155,0,0,,Click To Continue,Continue Button,2,object-65,Trial/Encounter,,,,<em>A salamander emerges from the shadows and is drawn towards the light.,<em><b>Becky</b> tries to shoo them away.,<em>The salamander runs back to their hole leaving <b>Becky</b> alone. She sees and picks up a rare medicinal mushroom and adds it to their pack. ,<em><b>Becky</b> causes the salamander to run back to their hole leaving her alone.,<em>The salamander’s poisonous skin brushes against <b>Becky</b> and runs away. She is left with an irritated rash dealing damage.  ,4783.5,,,lynn,,,,,Punish
19,1680391734359,01/04/2023 23:28:54,1680377334359,-4,01/04/2023 15:28:54,128677,3,task-unsm,,28601400,BLIND,8511342,,complete,,4209fcaf-2a3c-42b0-bc6a-158f8c79a1e5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1352x702,,ImplicitDecisionAdventureTask_2opts,3,WF_AxGrp,3,Trial/Encounter,Delay,4wo1q4,2,timedOut,,4785.035999952321,4783.388000000006,4785.035999952321,4785.035999952321,4783.388000000006,4785.035999952321,1,0,4785.035999952321,0,0,,Time Limit,screen,0,screen,Trial/Encounter,,,,<em>A salamander emerges from the shadows and is drawn towards the light.,<em><b>Becky</b> tries to shoo them away.,<em>The salamander runs back to their hole leaving <b>Becky</b> alone. She sees and picks up a rare medicinal mushroom and adds it to their pack. ,<em><b>Becky</b> causes the salamander to run back to their hole leaving her alone.,<em>The salamander’s poisonous skin brushes against <b>Becky</b> and runs away. She is left with an irritated rash dealing damage.  ,4783.5,,,lynn,,,,,Punish
20,1680391739354,01/04/2023 23:28:59,1680377339354,-4,01/04/2023 15:28:59,128677,3,task-unsm,,28601400,BLIND,8511342,,complete,,4209fcaf-2a3c-42b0-bc6a-158f8c79a1e5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1352x702,,ImplicitDecisionAdventureTask_2opts,3,WF_AxGrp,3,Trial/Encounter,PlayerAction,ga3y5r,3,response,Punish,4996.247999976156,4983.133999999991,4996.247999976156,4996.247999976156,4983.133999999991,4996.247999976156,1,0,4996.247999976156,0,0,decision,Click Response,PunishButton,3,object-69,Trial/Encounter,,,,<em>A salamander emerges from the shadows and is drawn towards the light.,<em><b>Becky</b> tries to shoo them away.,<em>The salamander runs back to their hole leaving <b>Becky</b> alone. She sees and picks up a rare medicinal mushroom and adds it to their pack. ,<em><b>Becky</b> causes the salamander to run back to their hole leaving her alone.,<em>The salamander’s poisonous skin brushes against <b>Becky</b> and runs away. She is left with an irritated rash dealing damage.  ,4783.5,,,lynn,,,,,Punish
21,1680391742220,01/04/2023 23:29:02,1680377342220,-4,01/04/2023 15:29:02,128677,3,task-unsm,,28601400,BLIND,8511342,,complete,,4209fcaf-2a3c-42b0-bc6a-158f8c79a1e5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1352x702,,ImplicitDecisionAdventureTask_2opts,3,WF_AxGrp,3,Trial/Encounter,Punish,bufrmy,4,continue,,2879.714000000007,2866.551999999996,2879.714000000007,2879.714000000007,2866.551999999996,2879.714000000007,1,0,2879.714000000007,0,0,,Click To Continue,Continue Button,2,object-86,Trial/Encounter,,,,<em>A salamander emerges from the shadows and is drawn towards the light.,<em><b>Becky</b> tries to shoo them away.,<em>The salamander runs back to their hole leaving <b>Becky</b> alone. She sees and picks up a rare medicinal mushroom and adds it to their pack. ,<em><b>Becky</b> causes the salamander to run back to their hole leaving her alone.,<em>The salamander’s poisonous skin brushes against <b>Becky</b> and runs away. She is left with an irritated rash dealing damage.  ,4783.5,,,lynn,,,,,Punish
22,1680391747434,01/04/2023 23:29:07,1680377347434,-4,01/04/2023 15:29:07,128677,3,task-unsm,,28601400,BLIND,8511342,,complete,,4209fcaf-2a3c-42b0-bc6a-158f8c79a1e5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1352x702,,ImplicitDecisionAdventureTask_2opts,3,WF_AxGrp,3,Trial/Encounter,trialEnd,olwm64,5,continue,,1093.5299999523268,1083.2900000000081,1093.5299999523268,1093.5299999523268,1083.2900000000081,1093.5299999523268,1,0,1093.5299999523268,0,0,,Click To Continue,Continue Button,2,object-89,Trial/Encounter,,,,<em>A salamander emerges from the shadows and is drawn towards the light.,<em><b>Becky</b> tries to shoo them away.,<em>The salamander runs back to their hole leaving <b>Becky</b> alone. She sees and picks up a rare medicinal mushroom and adds it to their pack. ,<em><b>Becky</b> causes the salamander to run back to their hole leaving her alone.,<em>The salamander’s poisonous skin brushes against <b>Becky</b> and runs away. She is left with an irritated rash dealing damage.  ,4783.5,,,lynn,,,,,Punish
23,1680391749414,01/04/2023 23:29:09,1680377349414,-4,01/04/2023 15:29:09,128677,3,task-unsm,,28601400,BLIND,8511342,,complete,,4209fcaf-2a3c-42b0-bc6a-158f8c79a1e5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1352x702,,ImplicitDecisionAdventureTask_2opts,3,WF_AxGrp,4,Trial/Encounter,EncounterIntro,wtupv3,1,continue,,1989.7399999523186,1983.2540000000154,1989.7399999523186,1989.7399999523186,1983.2540000000154,1989.7399999523186,1,0,1989.7399999523186,0,0,,Click To Continue,Continue Button,2,object-65,Trial/Encounter,,,,"<em>As the duo continues down the hall, there is a small puddle of stagnant water. ",<em><b>Aisha</b> decides to jump over it.,<em><b>Aisha</b> makes it over. She released a makeshift bridge saving 5 minutes of travel time minimizing exhaustion.,<em><b>Aisha</b> makes it over and she continues on.,<em><b>Aisha</b> slips and falls into the puddle. She gets bit by numerous leeches dealing damage.,3314.8,,,lynn,,,,,Punish
24,1680391756745,01/04/2023 23:29:16,1680377356745,-4,01/04/2023 15:29:16,128677,3,task-unsm,,28601400,BLIND,8511342,,complete,,4209fcaf-2a3c-42b0-bc6a-158f8c79a1e5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1352x702,,ImplicitDecisionAdventureTask_2opts,3,WF_AxGrp,4,Trial/Encounter,Delay,4wo1q4,2,timedOut,,3321.179999999993,3316.801999999996,3321.179999999993,3321.179999999993,3316.801999999996,3321.179999999993,1,0,3321.179999999993,0,0,,Time Limit,screen,0,screen,Trial/Encounter,,,,"<em>As the duo continues down the hall, there is a small puddle of stagnant water. ",<em><b>Aisha</b> decides to jump over it.,<em><b>Aisha</b> makes it over. She released a makeshift bridge saving 5 minutes of travel time minimizing exhaustion.,<em><b>Aisha</b> makes it over and she continues on.,<em><b>Aisha</b> slips and falls into the puddle. She gets bit by numerous leeches dealing damage.,3314.8,,,lynn,,,,,Punish
25,1680391764166,01/04/2023 23:29:24,1680377364166,-4,01/04/2023 15:29:24,128677,3,task-unsm,,28601400,BLIND,8511342,,complete,,4209fcaf-2a3c-42b0-bc6a-158f8c79a1e5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1352x702,,ImplicitDecisionAdventureTask_2opts,3,WF_AxGrp,4,Trial/Encounter,PlayerAction,ga3y5r,3,response,Reward,7425.877999999997,7416.369999999995,7425.877999999997,7425.877999999997,7416.369999999995,7425.877999999997,1,0,7425.877999999997,0,0,decision,Click Response,RewardButton,2,object-70,Trial/Encounter,,,,"<em>As the duo continues down the hall, there is a small puddle of stagnant water. ",<em><b>Aisha</b> decides to jump over it.,<em><b>Aisha</b> makes it over. She released a makeshift bridge saving 5 minutes of travel time minimizing exhaustion.,<em><b>Aisha</b> makes it over and she continues on.,<em><b>Aisha</b> slips and falls into the puddle. She gets bit by numerous leeches dealing damage.,3314.8,,,lynn,,,,,Reward
26,1680391765513,01/04/2023 23:29:25,1680377365513,-4,01/04/2023 15:29:25,128677,3,task-unsm,,28601400,BLIND,8511342,,complete,,4209fcaf-2a3c-42b0-bc6a-158f8c79a1e5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1352x702,,ImplicitDecisionAdventureTask_2opts,3,WF_AxGrp,4,Trial/Encounter,Reward,56azq1,4,continue,,1356.2080000476853,1350.2229999999981,1356.2080000476853,1356.2080000476853,1350.2229999999981,1356.2080000476853,1,0,1356.2080000476853,0,0,,Click To Continue,Continue Button,2,object-73,Trial/Encounter,,,,"<em>As the duo continues down the hall, there is a small puddle of stagnant water. ",<em><b>Aisha</b> decides to jump over it.,<em><b>Aisha</b> makes it over. She released a makeshift bridge saving 5 minutes of travel time minimizing exhaustion.,<em><b>Aisha</b> makes it over and she continues on.,<em><b>Aisha</b> slips and falls into the puddle. She gets bit by numerous leeches dealing damage.,3314.8,,,lynn,,,,,Reward
27,1680391772732,01/04/2023 23:29:32,1680377372732,-4,01/04/2023 15:29:32,128677,3,task-unsm,,28601400,BLIND,8511342,,complete,,4209fcaf-2a3c-42b0-bc6a-158f8c79a1e5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1352x702,,ImplicitDecisionAdventureTask_2opts,3,WF_AxGrp,4,Trial/Encounter,trialEnd,olwm64,5,continue,,1575.2110000476823,1566.603999999992,1575.2110000476823,1575.2110000476823,1566.603999999992,1575.2110000476823,1,0,1575.2110000476823,0,0,,Click To Continue,Continue Button,2,object-89,Trial/Encounter,,,,"<em>As the duo continues down the hall, there is a small puddle of stagnant water. ",<em><b>Aisha</b> decides to jump over it.,<em><b>Aisha</b> makes it over. She released a makeshift bridge saving 5 minutes of travel time minimizing exhaustion.,<em><b>Aisha</b> makes it over and she continues on.,<em><b>Aisha</b> slips and falls into the puddle. She gets bit by numerous leeches dealing damage.,3314.8,,,lynn,,,,,Reward
