Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Score,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: Adventurer1,Spreadsheet: Adventurer2,Spreadsheet: Scenario,Spreadsheet: EncounterIntro,Spreadsheet: PlayerAction,Spreadsheet: RewardFeedback,Spreadsheet: NeutralFeedback,Spreadsheet: PunishFeedback,Spreadsheet: scenDelay,Manipulation: Spreadsheet,Store: pName,Store: participant,Store: respReward,Store: respNeutral,Store: respPunish,Store: decPunish,Store: outcome
18,1680476928326,02/04/2023 23:08:48,1680451728326,-7,02/04/2023 09:08:48,128678,3,task-unsm,,28612411,BLIND,8514861,,complete,,5c169aba-e67f-4ce4-aab0-b7aacb38d6fb,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1470x956,2205x1140,,ImplicitDecisionAdventureTask_2opts,3,WM_AxGrp,3,Trial/Encounter,EncounterIntro,wtupv3,1,continue,,3423.119999999253,3416.853000000003,3423.119999999253,3423.119999999253,3416.853000000003,3423.119999999253,1,0,3423.119999999253,0,0,,Click To Continue,Continue Button,2,object-65,Trial/Encounter,,,,<em>A salamander emerges from the shadows and is drawn towards the light.,<em><b>Jack</b> tries to shoo them away.,<em>The salamander runs back to their hole leaving <b>Jack</b> alone. He sees and picks up a rare medicinal mushroom and adds it to their pack. ,<em><b>Jack</b> causes the salamander to run back to their hole leaving him alone.,<em>The salamander’s poisonous skin brushes against <b>Jack</b> and runs away. He is left with an irritated rash dealing damage.  ,4783.5,,,Justin,,,,,Reward
19,1680476935690,02/04/2023 23:08:55,1680451735690,-7,02/04/2023 09:08:55,128678,3,task-unsm,,28612411,BLIND,8514861,,complete,,5c169aba-e67f-4ce4-aab0-b7aacb38d6fb,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1470x956,2205x1140,,ImplicitDecisionAdventureTask_2opts,3,WM_AxGrp,3,Trial/Encounter,Delay,4wo1q4,2,timedOut,,4786.936999999627,4783.141999999993,4786.936999999627,4786.936999999627,4783.141999999993,4786.936999999627,1,0,4786.936999999627,0,0,,Time Limit,screen,0,screen,Trial/Encounter,,,,<em>A salamander emerges from the shadows and is drawn towards the light.,<em><b>Jack</b> tries to shoo them away.,<em>The salamander runs back to their hole leaving <b>Jack</b> alone. He sees and picks up a rare medicinal mushroom and adds it to their pack. ,<em><b>Jack</b> causes the salamander to run back to their hole leaving him alone.,<em>The salamander’s poisonous skin brushes against <b>Jack</b> and runs away. He is left with an irritated rash dealing damage.  ,4783.5,,,Justin,,,,,Reward
20,1680476939566,02/04/2023 23:08:59,1680451739566,-7,02/04/2023 09:08:59,128678,3,task-unsm,,28612411,BLIND,8514861,,complete,,5c169aba-e67f-4ce4-aab0-b7aacb38d6fb,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1470x956,2205x1140,,ImplicitDecisionAdventureTask_2opts,3,WM_AxGrp,3,Trial/Encounter,PlayerAction,ga3y5r,3,response,Reward,3880.0950000003795,3866.9830000000075,3880.0950000003795,3880.0950000003795,3866.9830000000075,3880.0950000003795,1,0,3880.0950000003795,0,0,decision,Click Response,RewardButton,2,object-70,Trial/Encounter,,,,<em>A salamander emerges from the shadows and is drawn towards the light.,<em><b>Jack</b> tries to shoo them away.,<em>The salamander runs back to their hole leaving <b>Jack</b> alone. He sees and picks up a rare medicinal mushroom and adds it to their pack. ,<em><b>Jack</b> causes the salamander to run back to their hole leaving him alone.,<em>The salamander’s poisonous skin brushes against <b>Jack</b> and runs away. He is left with an irritated rash dealing damage.  ,4783.5,,,Justin,,,,,Reward
21,1680476946554,02/04/2023 23:09:06,1680451746554,-7,02/04/2023 09:09:06,128678,3,task-unsm,,28612411,BLIND,8514861,,complete,,5c169aba-e67f-4ce4-aab0-b7aacb38d6fb,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1470x956,2205x1140,,ImplicitDecisionAdventureTask_2opts,3,WM_AxGrp,3,Trial/Encounter,Reward,56azq1,4,timedOut,,7000.9119999992545,7000.162000000011,7000.9119999992545,7000.9119999992545,7000.162000000011,7000.9119999992545,1,0,7000.9119999992545,0,0,,Time Limit,screen,0,screen,Trial/Encounter,,,,<em>A salamander emerges from the shadows and is drawn towards the light.,<em><b>Jack</b> tries to shoo them away.,<em>The salamander runs back to their hole leaving <b>Jack</b> alone. He sees and picks up a rare medicinal mushroom and adds it to their pack. ,<em><b>Jack</b> causes the salamander to run back to their hole leaving him alone.,<em>The salamander’s poisonous skin brushes against <b>Jack</b> and runs away. He is left with an irritated rash dealing damage.  ,4783.5,,,Justin,,,,,Reward
22,1680476949554,02/04/2023 23:09:09,1680451749554,-7,02/04/2023 09:09:09,128678,3,task-unsm,,28612411,BLIND,8514861,,complete,,5c169aba-e67f-4ce4-aab0-b7aacb38d6fb,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1470x956,2205x1140,,ImplicitDecisionAdventureTask_2opts,3,WM_AxGrp,3,Trial/Encounter,trialEnd,olwm64,5,timedOut,,3000.950000000361,2999.8799999999756,3000.950000000361,3000.950000000361,2999.8799999999756,3000.950000000361,1,0,3000.950000000361,0,0,,Time Limit,screen,0,screen,Trial/Encounter,,,,<em>A salamander emerges from the shadows and is drawn towards the light.,<em><b>Jack</b> tries to shoo them away.,<em>The salamander runs back to their hole leaving <b>Jack</b> alone. He sees and picks up a rare medicinal mushroom and adds it to their pack. ,<em><b>Jack</b> causes the salamander to run back to their hole leaving him alone.,<em>The salamander’s poisonous skin brushes against <b>Jack</b> and runs away. He is left with an irritated rash dealing damage.  ,4783.5,,,Justin,,,,,Reward
23,1680476953925,02/04/2023 23:09:13,1680451753925,-7,02/04/2023 09:09:13,128678,3,task-unsm,,28612411,BLIND,8514861,,complete,,5c169aba-e67f-4ce4-aab0-b7aacb38d6fb,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1470x956,2205x1140,,ImplicitDecisionAdventureTask_2opts,3,WM_AxGrp,4,Trial/Encounter,EncounterIntro,wtupv3,1,continue,,4372.869999999268,4366.491999999998,4372.869999999268,4372.869999999268,4366.491999999998,4372.869999999268,1,0,4372.869999999268,0,0,,Click To Continue,Continue Button,2,object-65,Trial/Encounter,,,,"<em>As the duo continues down the hall, there is a small puddle of stagnant water. ",<em><b>Jamal</b> decides to jump over it.,<em><b>Jamal</b> makes it over. He released a makeshift bridge saving 5 minutes of travel time minimizing exhaustion.,<em><b>Jamal</b> makes it over and he continues on.,<em><b>Jamal</b> slips and falls into the puddle. He gets bit by numerous leeches dealing damage.,3314.8,,,Justin,,,,,Reward
24,1680476958870,02/04/2023 23:09:18,1680451758870,-7,02/04/2023 09:09:18,128678,3,task-unsm,,28612411,BLIND,8514861,,complete,,5c169aba-e67f-4ce4-aab0-b7aacb38d6fb,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1470x956,2205x1140,,ImplicitDecisionAdventureTask_2opts,3,WM_AxGrp,4,Trial/Encounter,Delay,4wo1q4,2,timedOut,,3317.509999999631,3316.853000000003,3317.509999999631,3317.509999999631,3316.853000000003,3317.509999999631,1,0,3317.509999999631,0,0,,Time Limit,screen,0,screen,Trial/Encounter,,,,"<em>As the duo continues down the hall, there is a small puddle of stagnant water. ",<em><b>Jamal</b> decides to jump over it.,<em><b>Jamal</b> makes it over. He released a makeshift bridge saving 5 minutes of travel time minimizing exhaustion.,<em><b>Jamal</b> makes it over and he continues on.,<em><b>Jamal</b> slips and falls into the puddle. He gets bit by numerous leeches dealing damage.,3314.8,,,Justin,,,,,Reward
25,1680476961622,02/04/2023 23:09:21,1680451761622,-7,02/04/2023 09:09:21,128678,3,task-unsm,,28612411,BLIND,8514861,,complete,,5c169aba-e67f-4ce4-aab0-b7aacb38d6fb,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1470x956,2205x1140,,ImplicitDecisionAdventureTask_2opts,3,WM_AxGrp,4,Trial/Encounter,PlayerAction,ga3y5r,3,response,Reward,2749.889999999985,2733.2239999999874,2749.889999999985,2749.889999999985,2733.2239999999874,2749.889999999985,1,0,2749.889999999985,0,0,decision,Click Response,RewardButton,2,object-70,Trial/Encounter,,,,"<em>As the duo continues down the hall, there is a small puddle of stagnant water. ",<em><b>Jamal</b> decides to jump over it.,<em><b>Jamal</b> makes it over. He released a makeshift bridge saving 5 minutes of travel time minimizing exhaustion.,<em><b>Jamal</b> makes it over and he continues on.,<em><b>Jamal</b> slips and falls into the puddle. He gets bit by numerous leeches dealing damage.,3314.8,,,Justin,,,,,Reward
26,1680476966974,02/04/2023 23:09:26,1680451766974,-7,02/04/2023 09:09:26,128678,3,task-unsm,,28612411,BLIND,8514861,,complete,,5c169aba-e67f-4ce4-aab0-b7aacb38d6fb,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1470x956,2205x1140,,ImplicitDecisionAdventureTask_2opts,3,WM_AxGrp,4,Trial/Encounter,Reward,56azq1,4,continue,,5372.032999999268,5366.452000000019,5372.032999999268,5372.032999999268,5366.452000000019,5372.032999999268,1,0,5372.032999999268,0,0,,Click To Continue,Continue Button,2,object-73,Trial/Encounter,,,,"<em>As the duo continues down the hall, there is a small puddle of stagnant water. ",<em><b>Jamal</b> decides to jump over it.,<em><b>Jamal</b> makes it over. He released a makeshift bridge saving 5 minutes of travel time minimizing exhaustion.,<em><b>Jamal</b> makes it over and he continues on.,<em><b>Jamal</b> slips and falls into the puddle. He gets bit by numerous leeches dealing damage.,3314.8,,,Justin,,,,,Reward
27,1680476969784,02/04/2023 23:09:29,1680451769784,-7,02/04/2023 09:09:29,128678,3,task-unsm,,28612411,BLIND,8514861,,complete,,5c169aba-e67f-4ce4-aab0-b7aacb38d6fb,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1470x956,2205x1140,,ImplicitDecisionAdventureTask_2opts,3,WM_AxGrp,4,Trial/Encounter,trialEnd,olwm64,5,continue,,1182.0130000003846,1166.6200000000244,1182.0130000003846,1182.0130000003846,1166.6200000000244,1182.0130000003846,1,0,1182.0130000003846,0,0,,Click To Continue,Continue Button,2,object-89,Trial/Encounter,,,,"<em>As the duo continues down the hall, there is a small puddle of stagnant water. ",<em><b>Jamal</b> decides to jump over it.,<em><b>Jamal</b> makes it over. He released a makeshift bridge saving 5 minutes of travel time minimizing exhaustion.,<em><b>Jamal</b> makes it over and he continues on.,<em><b>Jamal</b> slips and falls into the puddle. He gets bit by numerous leeches dealing damage.,3314.8,,,Justin,,,,,Reward
28,1680476973718,02/04/2023 23:09:33,1680451773718,-7,02/04/2023 09:09:33,128678,3,task-unsm,,28612411,BLIND,8514861,,complete,,5c169aba-e67f-4ce4-aab0-b7aacb38d6fb,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1470x956,2205x1140,,ImplicitDecisionAdventureTask_2opts,3,WM_AxGrp,5,Trial/Encounter,EncounterIntro,wtupv3,1,continue,,3949.1929999992426,3933.1759999999776,3949.1929999992426,3949.1929999992426,3933.1759999999776,3949.1929999992426,1,0,3949.1929999992426,0,0,,Click To Continue,Continue Button,2,object-65,Trial/Encounter,,,,<em>As the duo continues down the hallway and notices a false carpet. ,<em><b>Jack</b> steps on the false floor revealing its secrets.,<em><b>Jack</b> steps onto a hidden cache of gold coins. He adds them to their pack.,<em><b>Jack</b> reveals a deep crater in the floor. He covers the hole with the carpet again. ,<em><b>Jack</b> steps into a hidden tar trap. He feels increasingly exhausted from having to remove her foot from the trap. ,7244.4,,,Justin,,,,,Reward
