Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Score,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: Adventurer1,Spreadsheet: Adventurer2,Spreadsheet: Scenario,Spreadsheet: EncounterIntro,Spreadsheet: PlayerAction,Spreadsheet: RewardFeedback,Spreadsheet: NeutralFeedback,Spreadsheet: PunishFeedback,Spreadsheet: scenDelay,Manipulation: Spreadsheet,Store: pName,Store: participant,Store: respReward,Store: respNeutral,Store: respPunish,Store: decPunish,Store: outcome
11,1680476805981,02/04/2023 23:06:45,1680458805981,-5,02/04/2023 13:06:45,128681,3,task-ysnv,,28614310,BLIND,8515536,,complete,,8372cb3d-81b1-4d53-ad48-db179c41e7f7,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,ImplicitDecisionAdventureTask_3opts,12,WM_InGrp,1,Trial/Encounter,Neutral,iu7fwd,4,timedOut,,6998.35700002384,6997.567999999999,6998.35700002384,6998.35700002384,6997.567999999999,6998.35700002384,1,0,6998.35700002384,0,0,,Time Limit,screen,0,screen,Trial/Encounter,,,,<em>The duo tie a rope and climb down.,"<em>Before proceeding, <b>Sam</b> rubs their hand along the ground to check for traps.",<em><b>Sam</b> triggers a pressure plate. A hidden passage leading forward opens up in front of him.,<em><b>Sam</b> finds no traps so he decides it is safe to continue forward.,<em><b>Sam</b> touches the ground triggering a pressure plate. This releases a boulder which falls grazing his shoulder dealing damage.,6687,,,george,,,,,Neutral
12,1680476808972,02/04/2023 23:06:48,1680458808972,-5,02/04/2023 13:06:48,128681,3,task-ysnv,,28614310,BLIND,8515536,,complete,,8372cb3d-81b1-4d53-ad48-db179c41e7f7,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,ImplicitDecisionAdventureTask_3opts,12,WM_InGrp,1,Trial/Encounter,trialEnd,olwm64,5,timedOut,,2992.1889999999985,2991.702999999994,2992.1889999999985,2992.1889999999985,2991.702999999994,2992.1889999999985,1,0,2992.1889999999985,0,0,,Time Limit,screen,0,screen,Trial/Encounter,,,,<em>The duo tie a rope and climb down.,"<em>Before proceeding, <b>Sam</b> rubs their hand along the ground to check for traps.",<em><b>Sam</b> triggers a pressure plate. A hidden passage leading forward opens up in front of him.,<em><b>Sam</b> finds no traps so he decides it is safe to continue forward.,<em><b>Sam</b> touches the ground triggering a pressure plate. This releases a boulder which falls grazing his shoulder dealing damage.,6687,,,george,,,,,Neutral
13,1680476814973,02/04/2023 23:06:54,1680458814973,-5,02/04/2023 13:06:54,128681,3,task-ysnv,,28614310,BLIND,8515536,,complete,,8372cb3d-81b1-4d53-ad48-db179c41e7f7,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,ImplicitDecisionAdventureTask_3opts,12,WM_InGrp,2,Trial/Encounter,EncounterIntro,wtupv3,1,timedOut,,6001.686000047688,6000.885999999999,6001.686000047688,6001.686000047688,6000.885999999999,6001.686000047688,1,0,6001.686000047688,0,0,,Time Limit,screen,0,screen,Trial/Encounter,,,,<em>The duo continues into a dark and narrow underground cave.,<em><b>Jack</b> turns on their flashlight to illuminate the way forward. ,<em><b>Jack’s</b> light illuminates a gemstone vein along the cavern wall. He chips off and adds a few gemstones to their pack.,<em><b>Jack</b> uses the light to make it easier for him to continue forward with no issues.,"<em> The light disturbs a flock of bats, which fly past <b>Jack</b> causing him to drop several rations from their pack.",6927.9,,,george,,,,,Neutral
14,1680476821904,02/04/2023 23:07:01,1680458821904,-5,02/04/2023 13:07:01,128681,3,task-ysnv,,28614310,BLIND,8515536,,complete,,8372cb3d-81b1-4d53-ad48-db179c41e7f7,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,ImplicitDecisionAdventureTask_3opts,12,WM_InGrp,2,Trial/Encounter,Delay,4wo1q4,2,timedOut,,6931.3000000476895,6930.412000000011,6931.3000000476895,6931.3000000476895,6930.412000000011,6931.3000000476895,1,0,6931.3000000476895,0,0,,Time Limit,screen,0,screen,Trial/Encounter,,,,<em>The duo continues into a dark and narrow underground cave.,<em><b>Jack</b> turns on their flashlight to illuminate the way forward. ,<em><b>Jack’s</b> light illuminates a gemstone vein along the cavern wall. He chips off and adds a few gemstones to their pack.,<em><b>Jack</b> uses the light to make it easier for him to continue forward with no issues.,"<em> The light disturbs a flock of bats, which fly past <b>Jack</b> causing him to drop several rations from their pack.",6927.9,,,george,,,,,Neutral
15,1680476826655,02/04/2023 23:07:06,1680458826655,-5,02/04/2023 13:07:06,128681,3,task-ysnv,,28614310,BLIND,8515536,,complete,,8372cb3d-81b1-4d53-ad48-db179c41e7f7,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,ImplicitDecisionAdventureTask_3opts,12,WM_InGrp,2,Trial/Encounter,PlayerAction,ga3y5r,3,response,Neutral,4751.7880000238365,4736.933999999994,4751.7880000238365,4751.7880000238365,4736.933999999994,4751.7880000238365,1,0,4751.7880000238365,0,0,decision,Click Response,NeutralButton,3,object-90,Trial/Encounter,,,,<em>The duo continues into a dark and narrow underground cave.,<em><b>Jack</b> turns on their flashlight to illuminate the way forward. ,<em><b>Jack’s</b> light illuminates a gemstone vein along the cavern wall. He chips off and adds a few gemstones to their pack.,<em><b>Jack</b> uses the light to make it easier for him to continue forward with no issues.,"<em> The light disturbs a flock of bats, which fly past <b>Jack</b> causing him to drop several rations from their pack.",6927.9,,,george,,,,,Neutral
16,1680476833638,02/04/2023 23:07:13,1680458833638,-5,02/04/2023 13:07:13,128681,3,task-ysnv,,28614310,BLIND,8515536,,complete,,8372cb3d-81b1-4d53-ad48-db179c41e7f7,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,ImplicitDecisionAdventureTask_3opts,12,WM_InGrp,2,Trial/Encounter,Neutral,iu7fwd,4,timedOut,,6997.9540000476845,6997.596000000005,6997.9540000476845,6997.9540000476845,6997.596000000005,6997.9540000476845,1,0,6997.9540000476845,0,0,,Time Limit,screen,0,screen,Trial/Encounter,,,,<em>The duo continues into a dark and narrow underground cave.,<em><b>Jack</b> turns on their flashlight to illuminate the way forward. ,<em><b>Jack’s</b> light illuminates a gemstone vein along the cavern wall. He chips off and adds a few gemstones to their pack.,<em><b>Jack</b> uses the light to make it easier for him to continue forward with no issues.,"<em> The light disturbs a flock of bats, which fly past <b>Jack</b> causing him to drop several rations from their pack.",6927.9,,,george,,,,,Neutral
17,1680476836630,02/04/2023 23:07:16,1680458836630,-5,02/04/2023 13:07:16,128681,3,task-ysnv,,28614310,BLIND,8515536,,complete,,8372cb3d-81b1-4d53-ad48-db179c41e7f7,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,ImplicitDecisionAdventureTask_3opts,12,WM_InGrp,2,Trial/Encounter,trialEnd,olwm64,5,timedOut,,2992.5580000357586,2991.883999999991,2992.5580000357586,2992.5580000357586,2991.883999999991,2992.5580000357586,1,0,2992.5580000357586,0,0,,Time Limit,screen,0,screen,Trial/Encounter,,,,<em>The duo continues into a dark and narrow underground cave.,<em><b>Jack</b> turns on their flashlight to illuminate the way forward. ,<em><b>Jack’s</b> light illuminates a gemstone vein along the cavern wall. He chips off and adds a few gemstones to their pack.,<em><b>Jack</b> uses the light to make it easier for him to continue forward with no issues.,"<em> The light disturbs a flock of bats, which fly past <b>Jack</b> causing him to drop several rations from their pack.",6927.9,,,george,,,,,Neutral
18,1680476842630,02/04/2023 23:07:22,1680458842630,-5,02/04/2023 13:07:22,128681,3,task-ysnv,,28614310,BLIND,8515536,,complete,,8372cb3d-81b1-4d53-ad48-db179c41e7f7,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,ImplicitDecisionAdventureTask_3opts,12,WM_InGrp,3,Trial/Encounter,EncounterIntro,wtupv3,1,timedOut,,6000.674000035768,6000.15400000001,6000.674000035768,6000.674000035768,6000.15400000001,6000.674000035768,1,0,6000.674000035768,0,0,,Time Limit,screen,0,screen,Trial/Encounter,,,,<em>A salamander emerges from the shadows and is drawn towards the light.,<em><b>Jack</b> tries to shoo them away.,<em>The salamander runs back to their hole leaving <b>Jack</b> alone. He sees and picks up a rare medicinal mushroom and adds it to their pack. ,<em><b>Jack</b> causes the salamander to run back to their hole leaving him alone.,<em>The salamander’s poisonous skin brushes against <b>Jack</b> and runs away. He is left with an irritated rash dealing damage.  ,4783.5,,,george,,,,,Neutral
19,1680476847417,02/04/2023 23:07:27,1680458847417,-5,02/04/2023 13:07:27,128681,3,task-ysnv,,28614310,BLIND,8515536,,complete,,8372cb3d-81b1-4d53-ad48-db179c41e7f7,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,ImplicitDecisionAdventureTask_3opts,12,WM_InGrp,3,Trial/Encounter,Delay,4wo1q4,2,timedOut,,4787.420000011916,4786.891000000003,4787.420000011916,4787.420000011916,4786.891000000003,4787.420000011916,1,0,4787.420000011916,0,0,,Time Limit,screen,0,screen,Trial/Encounter,,,,<em>A salamander emerges from the shadows and is drawn towards the light.,<em><b>Jack</b> tries to shoo them away.,<em>The salamander runs back to their hole leaving <b>Jack</b> alone. He sees and picks up a rare medicinal mushroom and adds it to their pack. ,<em><b>Jack</b> causes the salamander to run back to their hole leaving him alone.,<em>The salamander’s poisonous skin brushes against <b>Jack</b> and runs away. He is left with an irritated rash dealing damage.  ,4783.5,,,george,,,,,Neutral
20,1680476850998,02/04/2023 23:07:30,1680458850998,-5,02/04/2023 13:07:30,128681,3,task-ysnv,,28614310,BLIND,8515536,,complete,,8372cb3d-81b1-4d53-ad48-db179c41e7f7,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,ImplicitDecisionAdventureTask_3opts,12,WM_InGrp,3,Trial/Encounter,PlayerAction,ga3y5r,3,response,Neutral,3581.329000023834,3573.5320000000065,3581.329000023834,3581.329000023834,3573.5320000000065,3581.329000023834,1,0,3581.329000023834,0,0,decision,Click Response,NeutralButton,3,object-90,Trial/Encounter,,,,<em>A salamander emerges from the shadows and is drawn towards the light.,<em><b>Jack</b> tries to shoo them away.,<em>The salamander runs back to their hole leaving <b>Jack</b> alone. He sees and picks up a rare medicinal mushroom and adds it to their pack. ,<em><b>Jack</b> causes the salamander to run back to their hole leaving him alone.,<em>The salamander’s poisonous skin brushes against <b>Jack</b> and runs away. He is left with an irritated rash dealing damage.  ,4783.5,,,george,,,,,Neutral
21,1680476857988,02/04/2023 23:07:37,1680458857988,-5,02/04/2023 13:07:37,128681,3,task-ysnv,,28614310,BLIND,8515536,,complete,,8372cb3d-81b1-4d53-ad48-db179c41e7f7,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,ImplicitDecisionAdventureTask_3opts,12,WM_InGrp,3,Trial/Encounter,Neutral,iu7fwd,4,timedOut,,6997.897000047669,6997.440999999992,6997.897000047669,6997.897000047669,6997.440999999992,6997.897000047669,1,0,6997.897000047669,0,0,,Time Limit,screen,0,screen,Trial/Encounter,,,,<em>A salamander emerges from the shadows and is drawn towards the light.,<em><b>Jack</b> tries to shoo them away.,<em>The salamander runs back to their hole leaving <b>Jack</b> alone. He sees and picks up a rare medicinal mushroom and adds it to their pack. ,<em><b>Jack</b> causes the salamander to run back to their hole leaving him alone.,<em>The salamander’s poisonous skin brushes against <b>Jack</b> and runs away. He is left with an irritated rash dealing damage.  ,4783.5,,,george,,,,,Neutral
22,1680476860979,02/04/2023 23:07:40,1680458860979,-5,02/04/2023 13:07:40,128681,3,task-ysnv,,28614310,BLIND,8515536,,complete,,8372cb3d-81b1-4d53-ad48-db179c41e7f7,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,ImplicitDecisionAdventureTask_3opts,12,WM_InGrp,3,Trial/Encounter,trialEnd,olwm64,5,timedOut,,2992.255999999994,2991.823000000004,2992.255999999994,2992.255999999994,2991.823000000004,2992.255999999994,1,0,2992.255999999994,0,0,,Time Limit,screen,0,screen,Trial/Encounter,,,,<em>A salamander emerges from the shadows and is drawn towards the light.,<em><b>Jack</b> tries to shoo them away.,<em>The salamander runs back to their hole leaving <b>Jack</b> alone. He sees and picks up a rare medicinal mushroom and adds it to their pack. ,<em><b>Jack</b> causes the salamander to run back to their hole leaving him alone.,<em>The salamander’s poisonous skin brushes against <b>Jack</b> and runs away. He is left with an irritated rash dealing damage.  ,4783.5,,,george,,,,,Neutral
23,1680476866981,02/04/2023 23:07:46,1680458866981,-5,02/04/2023 13:07:46,128681,3,task-ysnv,,28614310,BLIND,8515536,,complete,,8372cb3d-81b1-4d53-ad48-db179c41e7f7,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,ImplicitDecisionAdventureTask_3opts,12,WM_InGrp,4,Trial/Encounter,EncounterIntro,wtupv3,1,timedOut,,6001.733000011911,6000.979999999981,6001.733000011911,6001.733000011911,6000.979999999981,6001.733000011911,1,0,6001.733000011911,0,0,,Time Limit,screen,0,screen,Trial/Encounter,,,,"<em>As the duo continues down the hall, there is a small puddle of stagnant water. ",<em><b>Sam</b> decides to jump over it.,<em><b>Sam</b> makes it over. He released a makeshift bridge saving 5 minutes of travel time minimizing exhaustion.,<em><b>Sam</b> makes it over and he continues on.,<em><b>Sam</b> slips and falls into the puddle. He gets bit by numerous leeches dealing damage.,3314.8,,,george,,,,,Neutral
24,1680476870287,02/04/2023 23:07:50,1680458870287,-5,02/04/2023 13:07:50,128681,3,task-ysnv,,28614310,BLIND,8515536,,complete,,8372cb3d-81b1-4d53-ad48-db179c41e7f7,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,ImplicitDecisionAdventureTask_3opts,12,WM_InGrp,4,Trial/Encounter,Delay,4wo1q4,2,timedOut,,3307.6530000476923,3306.845000000001,3307.6530000476923,3307.6530000476923,3306.845000000001,3307.6530000476923,1,0,3307.6530000476923,0,0,,Time Limit,screen,0,screen,Trial/Encounter,,,,"<em>As the duo continues down the hall, there is a small puddle of stagnant water. ",<em><b>Sam</b> decides to jump over it.,<em><b>Sam</b> makes it over. He released a makeshift bridge saving 5 minutes of travel time minimizing exhaustion.,<em><b>Sam</b> makes it over and he continues on.,<em><b>Sam</b> slips and falls into the puddle. He gets bit by numerous leeches dealing damage.,3314.8,,,george,,,,,Neutral
25,1680476872673,02/04/2023 23:07:52,1680458872673,-5,02/04/2023 13:07:52,128681,3,task-ysnv,,28614310,BLIND,8515536,,complete,,8372cb3d-81b1-4d53-ad48-db179c41e7f7,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,ImplicitDecisionAdventureTask_3opts,12,WM_InGrp,4,Trial/Encounter,PlayerAction,ga3y5r,3,response,Neutral,2385.9080000119284,2376.860000000015,2385.9080000119284,2385.9080000119284,2376.860000000015,2385.9080000119284,1,0,2385.9080000119284,0,0,decision,Click Response,NeutralButton,3,object-90,Trial/Encounter,,,,"<em>As the duo continues down the hall, there is a small puddle of stagnant water. ",<em><b>Sam</b> decides to jump over it.,<em><b>Sam</b> makes it over. He released a makeshift bridge saving 5 minutes of travel time minimizing exhaustion.,<em><b>Sam</b> makes it over and he continues on.,<em><b>Sam</b> slips and falls into the puddle. He gets bit by numerous leeches dealing damage.,3314.8,,,george,,,,,Neutral
26,1680476879662,02/04/2023 23:07:59,1680458879662,-5,02/04/2023 13:07:59,128681,3,task-ysnv,,28614310,BLIND,8515536,,complete,,8372cb3d-81b1-4d53-ad48-db179c41e7f7,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,ImplicitDecisionAdventureTask_3opts,12,WM_InGrp,4,Trial/Encounter,Neutral,iu7fwd,4,timedOut,,6998.048000011913,6997.543000000005,6998.048000011913,6998.048000011913,6997.543000000005,6998.048000011913,1,0,6998.048000011913,0,0,,Time Limit,screen,0,screen,Trial/Encounter,,,,"<em>As the duo continues down the hall, there is a small puddle of stagnant water. ",<em><b>Sam</b> decides to jump over it.,<em><b>Sam</b> makes it over. He released a makeshift bridge saving 5 minutes of travel time minimizing exhaustion.,<em><b>Sam</b> makes it over and he continues on.,<em><b>Sam</b> slips and falls into the puddle. He gets bit by numerous leeches dealing damage.,3314.8,,,george,,,,,Neutral
27,1680476882653,02/04/2023 23:08:02,1680458882653,-5,02/04/2023 13:08:02,128681,3,task-ysnv,,28614310,BLIND,8515536,,complete,,8372cb3d-81b1-4d53-ad48-db179c41e7f7,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,ImplicitDecisionAdventureTask_3opts,12,WM_InGrp,4,Trial/Encounter,trialEnd,olwm64,5,timedOut,,2992.10500003575,2991.7329999999783,2992.10500003575,2992.10500003575,2991.7329999999783,2992.10500003575,1,0,2992.10500003575,0,0,,Time Limit,screen,0,screen,Trial/Encounter,,,,"<em>As the duo continues down the hall, there is a small puddle of stagnant water. ",<em><b>Sam</b> decides to jump over it.,<em><b>Sam</b> makes it over. He released a makeshift bridge saving 5 minutes of travel time minimizing exhaustion.,<em><b>Sam</b> makes it over and he continues on.,<em><b>Sam</b> slips and falls into the puddle. He gets bit by numerous leeches dealing damage.,3314.8,,,george,,,,,Neutral
28,1680476888654,02/04/2023 23:08:08,1680458888654,-5,02/04/2023 13:08:08,128681,3,task-ysnv,,28614310,BLIND,8515536,,complete,,8372cb3d-81b1-4d53-ad48-db179c41e7f7,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,ImplicitDecisionAdventureTask_3opts,12,WM_InGrp,5,Trial/Encounter,EncounterIntro,wtupv3,1,timedOut,,6001.672000047693,6000.856,6001.672000047693,6001.672000047693,6000.856,6001.672000047693,1,0,6001.672000047693,0,0,,Time Limit,screen,0,screen,Trial/Encounter,,,,<em>As the duo continues down the hallway and notices a false carpet. ,<em><b>Jack</b> steps on the false floor revealing its secrets.,<em><b>Jack</b> steps onto a hidden cache of gold coins. He adds them to their pack.,<em><b>Jack</b> reveals a deep crater in the floor. He covers the hole with the carpet again. ,<em><b>Jack</b> steps into a hidden tar trap. He feels increasingly exhausted from having to remove her foot from the trap. ,7244.4,,,george,,,,,Neutral
