Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Score,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: Adventurer1,Spreadsheet: Adventurer2,Spreadsheet: Scenario,Spreadsheet: EncounterIntro,Spreadsheet: PlayerAction,Spreadsheet: RewardFeedback,Spreadsheet: NeutralFeedback,Spreadsheet: PunishFeedback,Spreadsheet: scenDelay,Manipulation: Spreadsheet,Store: pName,Store: participant,Store: respReward,Store: respNeutral,Store: respPunish,Store: decPunish,Store: outcome
11,1680466289171,02/04/2023 20:11:29,1680451889171,-4,02/04/2023 12:11:29,128679,4,task-ysnv,,28612499,BLIND,8514894,,complete,,617dfa48-1762-4761-85c4-107bbca04d0d,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x746,,ImplicitDecisionAdventureTask_3opts,12,WF_InGrp,1,Trial/Encounter,Neutral,iu7fwd,4,continue,,45.698999952321174,33.45000000001164,45.698999952321174,45.698999952321174,33.45000000001164,45.698999952321174,1,0,45.698999952321174,0,0,,Click To Continue,Continue Button,2,object-83,Trial/Encounter,,,,<em>The duo tie a rope and climb down.,"<em>Before proceeding, <b>Emma</b> rubs their hand along the ground to check for traps.",<em><b>Emma</b> triggers a pressure plate. A hidden passage leading forward opens up in front of her.,<em><b>Emma</b> finds no traps so she decides it is safe to continue forward.,<em><b>Emma</b> touches the ground triggering a pressure plate. This releases a boulder which falls grazing her shoulder dealing damage.,6687,,,Sam,,,,,Neutral
12,1680466298748,02/04/2023 20:11:38,1680451898748,-4,02/04/2023 12:11:38,128679,4,task-ysnv,,28612499,BLIND,8514894,,complete,,617dfa48-1762-4761-85c4-107bbca04d0d,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x746,,ImplicitDecisionAdventureTask_3opts,12,WF_InGrp,1,Trial/Encounter,trialEnd,olwm64,5,continue,,2620.2769999761513,2611.197,2620.2769999761513,2620.2769999761513,2611.197,2620.2769999761513,1,0,2620.2769999761513,0,0,,Click To Continue,Continue Button,2,object-89,Trial/Encounter,,,,<em>The duo tie a rope and climb down.,"<em>Before proceeding, <b>Emma</b> rubs their hand along the ground to check for traps.",<em><b>Emma</b> triggers a pressure plate. A hidden passage leading forward opens up in front of her.,<em><b>Emma</b> finds no traps so she decides it is safe to continue forward.,<em><b>Emma</b> touches the ground triggering a pressure plate. This releases a boulder which falls grazing her shoulder dealing damage.,6687,,,Sam,,,,,Neutral
13,1680466298837,02/04/2023 20:11:38,1680451898837,-4,02/04/2023 12:11:38,128679,4,task-ysnv,,28612499,BLIND,8514894,,complete,,617dfa48-1762-4761-85c4-107bbca04d0d,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x746,,ImplicitDecisionAdventureTask_3opts,12,WF_InGrp,2,Trial/Encounter,EncounterIntro,wtupv3,1,continue,,97.57999997615116,82.9829999999929,97.57999997615116,97.57999997615116,82.9829999999929,97.57999997615116,1,0,97.57999997615116,0,0,,Click To Continue,Continue Button,2,object-65,Trial/Encounter,,,,<em>The duo continues into a dark and narrow underground cave.,<em><b>Becky</b> turns on their flashlight to illuminate the way forward. ,<em><b>Becky’s</b> light illuminates a gemstone vein along the cavern wall. She chips off and adds a few gemstones to their pack.,<em><b>Becky</b> uses the light to make it easier for her to continue forward with no issues.,"<em> The light disturbs a flock of bats, which fly past <b>Becky</b> causing her to drop several rations from their pack.",6927.9,,,Sam,,,,,Neutral
14,1680466311679,02/04/2023 20:11:51,1680451911679,-4,02/04/2023 12:11:51,128679,4,task-ysnv,,28612499,BLIND,8514894,,complete,,617dfa48-1762-4761-85c4-107bbca04d0d,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x746,,ImplicitDecisionAdventureTask_3opts,12,WF_InGrp,2,Trial/Encounter,Delay,4wo1q4,2,timedOut,,6935.945999999996,6935.055999999997,6935.945999999996,6935.945999999996,6935.055999999997,6935.945999999996,1,0,6935.945999999996,0,0,,Time Limit,screen,0,screen,Trial/Encounter,,,,<em>The duo continues into a dark and narrow underground cave.,<em><b>Becky</b> turns on their flashlight to illuminate the way forward. ,<em><b>Becky’s</b> light illuminates a gemstone vein along the cavern wall. She chips off and adds a few gemstones to their pack.,<em><b>Becky</b> uses the light to make it easier for her to continue forward with no issues.,"<em> The light disturbs a flock of bats, which fly past <b>Becky</b> causing her to drop several rations from their pack.",6927.9,,,Sam,,,,,Neutral
15,1680466334431,02/04/2023 20:12:14,1680451934431,-4,02/04/2023 12:12:14,128679,4,task-ysnv,,28612499,BLIND,8514894,,complete,,617dfa48-1762-4761-85c4-107bbca04d0d,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x746,,ImplicitDecisionAdventureTask_3opts,12,WF_InGrp,2,Trial/Encounter,PlayerAction,ga3y5r,3,response,Reward,22751.735000000015,22735.130000000005,22751.735000000015,22751.735000000015,22735.130000000005,22751.735000000015,1,0,22751.735000000015,0,0,decision,Click Response,RewardButton,2,object-70,Trial/Encounter,,,,<em>The duo continues into a dark and narrow underground cave.,<em><b>Becky</b> turns on their flashlight to illuminate the way forward. ,<em><b>Becky’s</b> light illuminates a gemstone vein along the cavern wall. She chips off and adds a few gemstones to their pack.,<em><b>Becky</b> uses the light to make it easier for her to continue forward with no issues.,"<em> The light disturbs a flock of bats, which fly past <b>Becky</b> causing her to drop several rations from their pack.",6927.9,,,Sam,,,,,Reward
16,1680466340280,02/04/2023 20:12:20,1680451940280,-4,02/04/2023 12:12:20,128679,4,task-ysnv,,28612499,BLIND,8514894,,complete,,617dfa48-1762-4761-85c4-107bbca04d0d,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x746,,ImplicitDecisionAdventureTask_3opts,12,WF_InGrp,2,Trial/Encounter,Reward,56azq1,4,continue,,5866.759999999995,5854.031999999992,5866.759999999995,5866.759999999995,5854.031999999992,5866.759999999995,1,0,5866.759999999995,0,0,,Click To Continue,Continue Button,2,object-73,Trial/Encounter,,,,<em>The duo continues into a dark and narrow underground cave.,<em><b>Becky</b> turns on their flashlight to illuminate the way forward. ,<em><b>Becky’s</b> light illuminates a gemstone vein along the cavern wall. She chips off and adds a few gemstones to their pack.,<em><b>Becky</b> uses the light to make it easier for her to continue forward with no issues.,"<em> The light disturbs a flock of bats, which fly past <b>Becky</b> causing her to drop several rations from their pack.",6927.9,,,Sam,,,,,Reward
17,1680466344409,02/04/2023 20:12:24,1680451944409,-4,02/04/2023 12:12:24,128679,4,task-ysnv,,28612499,BLIND,8514894,,complete,,617dfa48-1762-4761-85c4-107bbca04d0d,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x746,,ImplicitDecisionAdventureTask_3opts,12,WF_InGrp,2,Trial/Encounter,trialEnd,olwm64,5,timedOut,,2994.259999904636,2993.5550000000076,2994.259999904636,2994.259999904636,2993.5550000000076,2994.259999904636,1,0,2994.259999904636,0,0,,Time Limit,screen,0,screen,Trial/Encounter,,,,<em>The duo continues into a dark and narrow underground cave.,<em><b>Becky</b> turns on their flashlight to illuminate the way forward. ,<em><b>Becky’s</b> light illuminates a gemstone vein along the cavern wall. She chips off and adds a few gemstones to their pack.,<em><b>Becky</b> uses the light to make it easier for her to continue forward with no issues.,"<em> The light disturbs a flock of bats, which fly past <b>Becky</b> causing her to drop several rations from their pack.",6927.9,,,Sam,,,,,Reward
18,1680466349877,02/04/2023 20:12:29,1680451949877,-4,02/04/2023 12:12:29,128679,4,task-ysnv,,28612499,BLIND,8514894,,complete,,617dfa48-1762-4761-85c4-107bbca04d0d,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x746,,ImplicitDecisionAdventureTask_3opts,12,WF_InGrp,3,Trial/Encounter,EncounterIntro,wtupv3,1,continue,,5468.7049999046285,5454.9909999999945,5468.7049999046285,5468.7049999046285,5454.9909999999945,5468.7049999046285,1,0,5468.7049999046285,0,0,,Click To Continue,Continue Button,2,object-65,Trial/Encounter,,,,<em>A salamander emerges from the shadows and is drawn towards the light.,<em><b>Becky</b> tries to shoo them away.,<em>The salamander runs back to their hole leaving <b>Becky</b> alone. She sees and picks up a rare medicinal mushroom and adds it to their pack. ,<em><b>Becky</b> causes the salamander to run back to their hole leaving her alone.,<em>The salamander’s poisonous skin brushes against <b>Becky</b> and runs away. She is left with an irritated rash dealing damage.  ,4783.5,,,Sam,,,,,Reward
19,1680466355203,02/04/2023 20:12:35,1680451955203,-4,02/04/2023 12:12:35,128679,4,task-ysnv,,28612499,BLIND,8514894,,complete,,617dfa48-1762-4761-85c4-107bbca04d0d,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x746,,ImplicitDecisionAdventureTask_3opts,12,WF_InGrp,3,Trial/Encounter,Delay,4wo1q4,2,timedOut,,4790.0569999284635,4789.541999999987,4790.0569999284635,4790.0569999284635,4789.541999999987,4790.0569999284635,1,0,4790.0569999284635,0,0,,Time Limit,screen,0,screen,Trial/Encounter,,,,<em>A salamander emerges from the shadows and is drawn towards the light.,<em><b>Becky</b> tries to shoo them away.,<em>The salamander runs back to their hole leaving <b>Becky</b> alone. She sees and picks up a rare medicinal mushroom and adds it to their pack. ,<em><b>Becky</b> causes the salamander to run back to their hole leaving her alone.,<em>The salamander’s poisonous skin brushes against <b>Becky</b> and runs away. She is left with an irritated rash dealing damage.  ,4783.5,,,Sam,,,,,Reward
20,1680466357722,02/04/2023 20:12:37,1680451957722,-4,02/04/2023 12:12:37,128679,4,task-ysnv,,28612499,BLIND,8514894,,complete,,617dfa48-1762-4761-85c4-107bbca04d0d,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x746,,ImplicitDecisionAdventureTask_3opts,12,WF_InGrp,3,Trial/Encounter,PlayerAction,ga3y5r,3,response,Punish,2519.1149999523186,2511.4249999999884,2519.1149999523186,2519.1149999523186,2511.4249999999884,2519.1149999523186,1,0,2519.1149999523186,0,0,decision,Click Response,PunishButton,4,object-69,Trial/Encounter,,,,<em>A salamander emerges from the shadows and is drawn towards the light.,<em><b>Becky</b> tries to shoo them away.,<em>The salamander runs back to their hole leaving <b>Becky</b> alone. She sees and picks up a rare medicinal mushroom and adds it to their pack. ,<em><b>Becky</b> causes the salamander to run back to their hole leaving her alone.,<em>The salamander’s poisonous skin brushes against <b>Becky</b> and runs away. She is left with an irritated rash dealing damage.  ,4783.5,,,Sam,,,,,Punish
21,1680466361784,02/04/2023 20:12:41,1680451961784,-4,02/04/2023 12:12:41,128679,4,task-ysnv,,28612499,BLIND,8514894,,complete,,617dfa48-1762-4761-85c4-107bbca04d0d,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x746,,ImplicitDecisionAdventureTask_3opts,12,WF_InGrp,3,Trial/Encounter,Punish,bufrmy,4,continue,,4070.390000000014,4058.027000000002,4070.390000000014,4070.390000000014,4058.027000000002,4070.390000000014,1,0,4070.390000000014,0,0,,Click To Continue,Continue Button,2,object-86,Trial/Encounter,,,,<em>A salamander emerges from the shadows and is drawn towards the light.,<em><b>Becky</b> tries to shoo them away.,<em>The salamander runs back to their hole leaving <b>Becky</b> alone. She sees and picks up a rare medicinal mushroom and adds it to their pack. ,<em><b>Becky</b> causes the salamander to run back to their hole leaving her alone.,<em>The salamander’s poisonous skin brushes against <b>Becky</b> and runs away. She is left with an irritated rash dealing damage.  ,4783.5,,,Sam,,,,,Punish
22,1680466367160,02/04/2023 20:12:47,1680451967160,-4,02/04/2023 12:12:47,128679,4,task-ysnv,,28612499,BLIND,8514894,,complete,,617dfa48-1762-4761-85c4-107bbca04d0d,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x746,,ImplicitDecisionAdventureTask_3opts,12,WF_InGrp,3,Trial/Encounter,trialEnd,olwm64,5,continue,,2443.896999999997,2428.2390000000014,2443.896999999997,2443.896999999997,2428.2390000000014,2443.896999999997,1,0,2443.896999999997,0,0,,Click To Continue,Continue Button,2,object-89,Trial/Encounter,,,,<em>A salamander emerges from the shadows and is drawn towards the light.,<em><b>Becky</b> tries to shoo them away.,<em>The salamander runs back to their hole leaving <b>Becky</b> alone. She sees and picks up a rare medicinal mushroom and adds it to their pack. ,<em><b>Becky</b> causes the salamander to run back to their hole leaving her alone.,<em>The salamander’s poisonous skin brushes against <b>Becky</b> and runs away. She is left with an irritated rash dealing damage.  ,4783.5,,,Sam,,,,,Punish
23,1680466367220,02/04/2023 20:12:47,1680451967220,-4,02/04/2023 12:12:47,128679,4,task-ysnv,,28612499,BLIND,8514894,,complete,,617dfa48-1762-4761-85c4-107bbca04d0d,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x746,,ImplicitDecisionAdventureTask_3opts,12,WF_InGrp,4,Trial/Encounter,EncounterIntro,wtupv3,1,continue,,76.65799999999581,66.43299999998999,76.65799999999581,76.65799999999581,66.43299999998999,76.65799999999581,1,0,76.65799999999581,0,0,,Click To Continue,Continue Button,2,object-65,Trial/Encounter,,,,"<em>As the duo continues down the hall, there is a small puddle of stagnant water. ",<em><b>Emma</b> decides to jump over it.,<em><b>Emma</b> makes it over. She released a makeshift bridge saving 5 minutes of travel time minimizing exhaustion.,<em><b>Emma</b> makes it over and she continues on.,<em><b>Emma</b> slips and falls into the puddle. She gets bit by numerous leeches dealing damage.,3314.8,,,Sam,,,,,Punish
24,1680466376458,02/04/2023 20:12:56,1680451976458,-4,02/04/2023 12:12:56,128679,4,task-ysnv,,28612499,BLIND,8514894,,complete,,617dfa48-1762-4761-85c4-107bbca04d0d,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x746,,ImplicitDecisionAdventureTask_3opts,12,WF_InGrp,4,Trial/Encounter,Delay,4wo1q4,2,timedOut,,3309.6269999046344,3309.2660000000033,3309.6269999046344,3309.6269999046344,3309.2660000000033,3309.6269999046344,1,0,3309.6269999046344,0,0,,Time Limit,screen,0,screen,Trial/Encounter,,,,"<em>As the duo continues down the hall, there is a small puddle of stagnant water. ",<em><b>Emma</b> decides to jump over it.,<em><b>Emma</b> makes it over. She released a makeshift bridge saving 5 minutes of travel time minimizing exhaustion.,<em><b>Emma</b> makes it over and she continues on.,<em><b>Emma</b> slips and falls into the puddle. She gets bit by numerous leeches dealing damage.,3314.8,,,Sam,,,,,Punish
25,1680466380458,02/04/2023 20:13:00,1680451980458,-4,02/04/2023 12:13:00,128679,4,task-ysnv,,28612499,BLIND,8514894,,complete,,617dfa48-1762-4761-85c4-107bbca04d0d,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x746,,ImplicitDecisionAdventureTask_3opts,12,WF_InGrp,4,Trial/Encounter,PlayerAction,ga3y5r,3,response,Neutral,4000.860999904631,3991.722000000009,4000.860999904631,4000.860999904631,3991.722000000009,4000.860999904631,1,0,4000.860999904631,0,0,decision,Click Response,NeutralButton,3,object-90,Trial/Encounter,,,,"<em>As the duo continues down the hall, there is a small puddle of stagnant water. ",<em><b>Emma</b> decides to jump over it.,<em><b>Emma</b> makes it over. She released a makeshift bridge saving 5 minutes of travel time minimizing exhaustion.,<em><b>Emma</b> makes it over and she continues on.,<em><b>Emma</b> slips and falls into the puddle. She gets bit by numerous leeches dealing damage.,3314.8,,,Sam,,,,,Neutral
26,1680466380509,02/04/2023 20:13:00,1680451980509,-4,02/04/2023 12:13:00,128679,4,task-ysnv,,28612499,BLIND,8514894,,complete,,617dfa48-1762-4761-85c4-107bbca04d0d,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x746,,ImplicitDecisionAdventureTask_3opts,12,WF_InGrp,4,Trial/Encounter,Neutral,iu7fwd,4,continue,,59.73899992846418,49.713999999978114,59.73899992846418,59.73899992846418,49.713999999978114,59.73899992846418,1,0,59.73899992846418,0,0,,Click To Continue,Continue Button,2,object-83,Trial/Encounter,,,,"<em>As the duo continues down the hall, there is a small puddle of stagnant water. ",<em><b>Emma</b> decides to jump over it.,<em><b>Emma</b> makes it over. She released a makeshift bridge saving 5 minutes of travel time minimizing exhaustion.,<em><b>Emma</b> makes it over and she continues on.,<em><b>Emma</b> slips and falls into the puddle. She gets bit by numerous leeches dealing damage.,3314.8,,,Sam,,,,,Neutral
27,1680466387911,02/04/2023 20:13:07,1680451987911,-4,02/04/2023 12:13:07,128679,4,task-ysnv,,28612499,BLIND,8514894,,complete,,617dfa48-1762-4761-85c4-107bbca04d0d,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x746,,ImplicitDecisionAdventureTask_3opts,12,WF_InGrp,4,Trial/Encounter,trialEnd,olwm64,5,continue,,460.46099995230907,448.76699999999255,460.46099995230907,460.46099995230907,448.76699999999255,460.46099995230907,1,0,460.46099995230907,0,0,,Click To Continue,Continue Button,2,object-89,Trial/Encounter,,,,"<em>As the duo continues down the hall, there is a small puddle of stagnant water. ",<em><b>Emma</b> decides to jump over it.,<em><b>Emma</b> makes it over. She released a makeshift bridge saving 5 minutes of travel time minimizing exhaustion.,<em><b>Emma</b> makes it over and she continues on.,<em><b>Emma</b> slips and falls into the puddle. She gets bit by numerous leeches dealing damage.,3314.8,,,Sam,,,,,Neutral
28,1680466387974,02/04/2023 20:13:07,1680451987974,-4,02/04/2023 12:13:07,128679,4,task-ysnv,,28612499,BLIND,8514894,,complete,,617dfa48-1762-4761-85c4-107bbca04d0d,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x746,,ImplicitDecisionAdventureTask_3opts,12,WF_InGrp,5,Trial/Encounter,EncounterIntro,wtupv3,1,continue,,74.59399992847466,66.48499999998603,74.59399992847466,74.59399992847466,66.48499999998603,74.59399992847466,1,0,74.59399992847466,0,0,,Click To Continue,Continue Button,2,object-65,Trial/Encounter,,,,<em>As the duo continues down the hallway and notices a false carpet. ,<em><b>Becky</b> steps on the false floor revealing its secrets.,<em><b>Becky</b> steps onto a hidden cache of gold coins. She adds them to their pack.,<em><b>Becky</b> reveals a deep crater in the floor. She covers the hole with the carpet again. ,<em><b>Becky</b> steps into a hidden tar trap. She feels increasingly exhausted from having to remove her foot from the trap. ,7244.4,,,Sam,,,,,Neutral
