,Participant Private ID,Spreadsheet: Type,Spreadsheet: Name,Spreadsheet: Group,Spreadsheet: Adv,Response
202,9394743.0,INT,Haoyu,In,1.0,Punish
203,9394743.0,DIR,Jack,Out,2.0,Reward
204,9394743.0,DIR,Haoyu,In,1.0,Punish
205,9394743.0,INT,Jack,Out,2.0,Punish
206,9394743.0,STR,Jack,Out,2.0,Punish
207,9394743.0,INT,Haoyu,In,1.0,Punish
208,9394743.0,,,,,60-40
209,9394746.0,STR,Jack,Out,2.0,Reward
210,9394746.0,DIR,Haoyu,In,1.0,Reward
211,9394746.0,DIR,Jack,Out,2.0,Reward
212,9394746.0,STR,Haoyu,In,1.0,Punish
213,9394746.0,INT,Haoyu,In,1.0,Reward
214,9394746.0,STR,Jack,Out,2.0,Reward
215,9394746.0,DIR,Haoyu,In,1.0,Reward
216,9394746.0,INT,Jack,Out,2.0,Punish
217,9394746.0,STR,Haoyu,In,1.0,Reward
218,9394746.0,INT,Jack,Out,2.0,Reward
219,9394746.0,DIR,Jack,Out,2.0,Reward
220,9394746.0,STR,Haoyu,In,1.0,Reward
221,9394746.0,INT,Haoyu,In,1.0,Punish
222,9394746.0,DIR,Jack,Out,2.0,Punish
223,9394746.0,DIR,Haoyu,In,1.0,Punish
224,9394746.0,INT,Jack,Out,2.0,Punish
225,9394746.0,STR,Jack,Out,2.0,Punish
226,9394746.0,INT,Haoyu,In,1.0,Punish
227,9394746.0,,,,,20-80
228,9394799.0,STR,Jack,Out,2.0,Reward
229,9394799.0,DIR,Haoyu,In,1.0,Reward
230,9394799.0,DIR,Jack,Out,2.0,Reward
231,9394799.0,STR,Haoyu,In,1.0,Reward
232,9394799.0,INT,Haoyu,In,1.0,Punish
233,9394799.0,STR,Jack,Out,2.0,Punish
234,9394799.0,DIR,Haoyu,In,1.0,Reward
235,9394799.0,INT,Jack,Out,2.0,Punish
236,9394799.0,STR,Haoyu,In,1.0,Reward
237,9394799.0,INT,Jack,Out,2.0,Punish
238,9394799.0,DIR,Jack,Out,2.0,Reward
239,9394799.0,STR,Haoyu,In,1.0,Reward
240,9394799.0,INT,Haoyu,In,1.0,Punish
241,9394799.0,DIR,Jack,Out,2.0,Reward
242,9394799.0,DIR,Haoyu,In,1.0,Reward
243,9394799.0,INT,Jack,Out,2.0,Punish
244,9394799.0,STR,Jack,Out,2.0,Punish
245,9394799.0,INT,Haoyu,In,1.0,Punish
246,9394799.0,,,,,60-40
247,9394846.0,STR,Jack,Out,2.0,Punish
248,9394846.0,DIR,Haoyu,In,1.0,Reward
249,9394846.0,DIR,Jack,Out,2.0,Reward
250,9394846.0,STR,Haoyu,In,1.0,Punish
251,9394846.0,INT,Haoyu,In,1.0,Reward
252,9394846.0,STR,Jack,Out,2.0,Reward
253,9394846.0,DIR,Haoyu,In,1.0,Reward
254,9394846.0,INT,Jack,Out,2.0,Reward
255,9394846.0,STR,Haoyu,In,1.0,Reward
256,9394846.0,INT,Jack,Out,2.0,Reward
257,9394846.0,DIR,Jack,Out,2.0,Punish
258,9394846.0,STR,Haoyu,In,1.0,Punish
259,9394846.0,INT,Haoyu,In,1.0,Reward
260,9394846.0,DIR,Jack,Out,2.0,Reward
261,9394846.0,DIR,Haoyu,In,1.0,Punish
262,9394846.0,INT,Jack,Out,2.0,Punish
263,9394846.0,STR,Jack,Out,2.0,Punish
264,9394846.0,INT,Haoyu,In,1.0,Punish
265,9394846.0,,,,,60-40
266,9394852.0,STR,Jack,Out,2.0,Punish
267,9394852.0,DIR,Haoyu,In,1.0,Reward
268,9394852.0,DIR,Jack,Out,2.0,Reward
269,9394852.0,STR,Haoyu,In,1.0,Punish
270,9394852.0,INT,Haoyu,In,1.0,Reward
271,9394852.0,STR,Jack,Out,2.0,Punish
272,9394852.0,DIR,Haoyu,In,1.0,Punish
273,9394852.0,INT,Jack,Out,2.0,Reward
274,9394852.0,STR,Haoyu,In,1.0,Reward
275,9394852.0,INT,Jack,Out,2.0,Reward
276,9394852.0,DIR,Jack,Out,2.0,Punish
277,9394852.0,STR,Haoyu,In,1.0,Reward
278,9394852.0,INT,Haoyu,In,1.0,Reward
279,9394852.0,DIR,Jack,Out,2.0,Reward
280,9394852.0,DIR,Haoyu,In,1.0,Punish
281,9394852.0,INT,Jack,Out,2.0,Reward
282,9394852.0,STR,Jack,Out,2.0,Punish
283,9394852.0,INT,Haoyu,In,1.0,Punish
284,9394852.0,,,,,60-40
285,9394818.0,STR,Haoyu,In,1.0,Reward
286,9394818.0,DIR,Jack,Out,2.0,Punish
287,9394818.0,DIR,Haoyu,In,1.0,Punish
288,9394818.0,STR,Jack,Out,2.0,Reward
289,9394818.0,INT,Jack,Out,2.0,Punish
290,9394818.0,STR,Haoyu,In,1.0,Reward
291,9394818.0,DIR,Jack,Out,2.0,Punish
292,9394818.0,INT,Haoyu,In,1.0,Punish
293,9394818.0,STR,Jack,Out,2.0,Reward
294,9394818.0,INT,Haoyu,In,1.0,Reward
295,9394818.0,DIR,Haoyu,In,1.0,Punish
296,9394818.0,STR,Jack,Out,2.0,Reward
297,9394818.0,INT,Jack,Out,2.0,Reward
298,9394818.0,DIR,Haoyu,In,1.0,Punish
299,9394818.0,DIR,Jack,Out,2.0,Punish
300,9394818.0,INT,Haoyu,In,1.0,Reward
301,9394818.0,STR,Haoyu,In,1.0,Reward
302,9394818.0,INT,Jack,Out,2.0,Reward
303,9394818.0,,,,,60-40
304,9394866.0,STR,Haoyu,In,1.0,Reward
305,9394866.0,DIR,Jack,Out,2.0,Reward
306,9394866.0,DIR,Haoyu,In,1.0,Punish
307,9394866.0,STR,Jack,Out,2.0,Reward
308,9394866.0,INT,Jack,Out,2.0,Punish
309,9394866.0,STR,Haoyu,In,1.0,Reward
310,9394866.0,DIR,Jack,Out,2.0,Reward
311,9394866.0,INT,Haoyu,In,1.0,Punish
312,9394866.0,STR,Jack,Out,2.0,Reward
313,9394866.0,INT,Haoyu,In,1.0,Reward
314,9394866.0,DIR,Haoyu,In,1.0,Reward
315,9394866.0,STR,Jack,Out,2.0,Punish
316,9394866.0,INT,Jack,Out,2.0,Punish
317,9394866.0,DIR,Haoyu,In,1.0,Punish
318,9394866.0,DIR,Jack,Out,2.0,Reward
319,9394866.0,INT,Haoyu,In,1.0,Punish
320,9394866.0,STR,Haoyu,In,1.0,Reward
321,9394866.0,INT,Jack,Out,2.0,Punish
322,9394866.0,,,,,40-60
323,9394778.0,STR,Haoyu,In,1.0,Reward
324,9394778.0,DIR,Jack,Out,2.0,Reward
325,9394778.0,DIR,Haoyu,In,1.0,Reward
326,9394778.0,STR,Jack,Out,2.0,Reward
327,9394778.0,INT,Jack,Out,2.0,Reward
328,9394778.0,STR,Haoyu,In,1.0,Reward
329,9394778.0,DIR,Jack,Out,2.0,Reward
330,9394778.0,INT,Haoyu,In,1.0,Reward
331,9394778.0,STR,Jack,Out,2.0,Reward
332,9394778.0,INT,Haoyu,In,1.0,Reward
333,9394778.0,DIR,Haoyu,In,1.0,Punish
334,9394778.0,STR,Jack,Out,2.0,Punish
335,9394778.0,INT,Jack,Out,2.0,Punish
336,9394778.0,DIR,Haoyu,In,1.0,Punish
337,9394778.0,DIR,Jack,Out,2.0,Punish
338,9394778.0,INT,Haoyu,In,1.0,Punish
339,9394778.0,STR,Haoyu,In,1.0,Punish
340,9394778.0,INT,Jack,Out,2.0,Punish
341,9394778.0,,,,,100-0
342,9394773.0,STR,Haoyu,In,1.0,Reward
343,9394773.0,DIR,Jack,Out,2.0,Reward
344,9394773.0,DIR,Haoyu,In,1.0,Punish
345,9394773.0,STR,Jack,Out,2.0,Punish
346,9394773.0,INT,Jack,Out,2.0,Reward
347,9394773.0,STR,Haoyu,In,1.0,Punish
348,9394773.0,DIR,Jack,Out,2.0,Reward
349,9394773.0,INT,Haoyu,In,1.0,Punish
350,9394773.0,STR,Jack,Out,2.0,Reward
351,9394773.0,INT,Haoyu,In,1.0,Punish
352,9394773.0,DIR,Haoyu,In,1.0,Punish
353,9394773.0,STR,Jack,Out,2.0,Reward
354,9394773.0,INT,Jack,Out,2.0,Reward
355,9394773.0,DIR,Haoyu,In,1.0,Punish
356,9394773.0,DIR,Jack,Out,2.0,Reward
357,9394773.0,INT,Haoyu,In,1.0,Punish
358,9394773.0,STR,Haoyu,In,1.0,Reward
359,9394773.0,INT,Jack,Out,2.0,Reward
360,9394773.0,,,,,20-80
361,9394801.0,STR,Haoyu,In,1.0,Punish
362,9394801.0,DIR,Jack,Out,2.0,Punish
363,9394801.0,DIR,Haoyu,In,1.0,Reward
364,9394801.0,STR,Jack,Out,2.0,Punish
365,9394801.0,INT,Jack,Out,2.0,Reward
366,9394801.0,STR,Haoyu,In,1.0,Punish
367,9394801.0,DIR,Jack,Out,2.0,Reward
368,9394801.0,INT,Haoyu,In,1.0,Reward
369,9394801.0,STR,Jack,Out,2.0,Reward
370,9394801.0,INT,Haoyu,In,1.0,Reward
371,9394801.0,DIR,Haoyu,In,1.0,Reward
372,9394801.0,STR,Jack,Out,2.0,Reward
373,9394801.0,INT,Jack,Out,2.0,Punish
374,9394801.0,DIR,Haoyu,In,1.0,Punish
375,9394801.0,DIR,Jack,Out,2.0,Punish
376,9394801.0,INT,Haoyu,In,1.0,Punish
377,9394801.0,STR,Haoyu,In,1.0,Reward
378,9394801.0,INT,Jack,Out,2.0,Reward
379,9394801.0,,,,,40-60
