Response ID,Participant Private ID,allocator-k3xu,Absolute Reaction Time,Correct,Spreadsheet: ImageLeft,Spreadsheet: ImageRight,Spreadsheet: TextLeft,Spreadsheet: TextRight,Spreadsheet: metadata
202,8657252.0,Condition_InIn,627.9229999523086,1.0,bf14_nc.jpg,wf2_nc.jpg,Strong,Weak,incongruent
204,8657252.0,Condition_InIn,612.9219999999914,1.0,bf14_nc.jpg,wf2_nc.jpg,Strong,Weak,incongruent
206,8657252.0,Condition_InIn,746.6779999523133,0.0,bf14_nc.jpg,wf2_nc.jpg,Strong,Weak,incongruent
208,8657252.0,Condition_InIn,735.3309999523044,1.0,bf14_nc.jpg,wf2_nc.jpg,Strong,Weak,incongruent
210,8657252.0,Condition_InIn,1060.7950000238488,0.0,bf14_nc.jpg,wf2_nc.jpg,Strong,Weak,incongruent
212,8657252.0,Condition_InIn,878.5069999284751,0.0,bf14_nc.jpg,wf2_nc.jpg,Strong,Weak,incongruent
214,8657252.0,Condition_InIn,1010.6820000000008,1.0,bf14_nc.jpg,wf2_nc.jpg,Strong,Weak,incongruent
220,8657252.0,Condition_InIn,1362.100000023842,0.0,blank.png,blank.png,Stupidity,Intelligence,practice_congruent
222,8657252.0,Condition_InIn,577.1510000000126,0.0,blank.png,blank.png,Stupidity,Intelligence,practice_congruent
224,8657252.0,Condition_InIn,632.0230000238516,0.0,blank.png,blank.png,Stupidity,Intelligence,practice_congruent
226,8657252.0,Condition_InIn,1029.82300002384,1.0,blank.png,blank.png,Stupidity,Intelligence,practice_congruent
228,8657252.0,Condition_InIn,821.4429999522981,1.0,blank.png,blank.png,Stupidity,Intelligence,practice_congruent
230,8657252.0,Condition_InIn,958.216999928467,1.0,blank.png,blank.png,Stupidity,Intelligence,practice_congruent
232,8657252.0,Condition_InIn,831.5769999999902,1.0,blank.png,blank.png,Stupidity,Intelligence,practice_congruent
234,8657252.0,Condition_InIn,962.3359999761452,1.0,blank.png,blank.png,Stupidity,Intelligence,practice_congruent
236,8657252.0,Condition_InIn,663.6150000238558,1.0,blank.png,blank.png,Stupidity,Intelligence,practice_congruent
238,8657252.0,Condition_InIn,798.0940000238479,1.0,blank.png,blank.png,Stupidity,Intelligence,practice_congruent
240,8657252.0,Condition_InIn,746.2700000238256,1.0,blank.png,blank.png,Stupidity,Intelligence,practice_congruent
242,8657252.0,Condition_InIn,757.03099992848,1.0,blank.png,blank.png,Stupidity,Intelligence,practice_congruent
244,8657252.0,Condition_InIn,727.2429999761516,1.0,blank.png,blank.png,Stupidity,Intelligence,practice_congruent
246,8657252.0,Condition_InIn,865.4689999523107,1.0,blank.png,blank.png,Stupidity,Intelligence,practice_congruent
248,8657252.0,Condition_InIn,914.1959999999964,1.0,blank.png,blank.png,Stupidity,Intelligence,practice_congruent
250,8657252.0,Condition_InIn,633.0839999999735,1.0,blank.png,blank.png,Stupidity,Intelligence,practice_congruent
254,8657252.0,Condition_InIn,1429.441999928502,1.0,bf14_nc.jpg,wf2_nc.jpg,Stupidity,Intelligence,congruent
256,8657252.0,Condition_InIn,738.7640000000247,1.0,bf14_nc.jpg,wf2_nc.jpg,Stupidity,Intelligence,congruent
258,8657252.0,Condition_InIn,962.9259999999776,1.0,bf14_nc.jpg,wf2_nc.jpg,Stupidity,Intelligence,congruent
260,8657252.0,Condition_InIn,1192.107000023825,1.0,bf14_nc.jpg,wf2_nc.jpg,Stupidity,Intelligence,congruent
262,8657252.0,Condition_InIn,738.4360000238521,1.0,bf14_nc.jpg,wf2_nc.jpg,Stupidity,Intelligence,congruent
264,8657252.0,Condition_InIn,630.789999952307,1.0,bf14_nc.jpg,wf2_nc.jpg,Stupidity,Intelligence,congruent
266,8657252.0,Condition_InIn,566.4569999999949,1.0,bf14_nc.jpg,wf2_nc.jpg,Stupidity,Intelligence,congruent
268,8657252.0,Condition_InIn,614.5229999523144,1.0,bf14_nc.jpg,wf2_nc.jpg,Stupidity,Intelligence,congruent
270,8657252.0,Condition_InIn,562.4719999523368,0.0,bf14_nc.jpg,wf2_nc.jpg,Stupidity,Intelligence,congruent
272,8657252.0,Condition_InIn,857.6070000000182,1.0,bf14_nc.jpg,wf2_nc.jpg,Stupidity,Intelligence,congruent
274,8657252.0,Condition_InIn,827.1450000000186,0.0,bf14_nc.jpg,wf2_nc.jpg,Stupidity,Intelligence,congruent
276,8657252.0,Condition_InIn,763.0030000000261,0.0,bf14_nc.jpg,wf2_nc.jpg,Stupidity,Intelligence,congruent
278,8657252.0,Condition_InIn,735.9159999761614,1.0,bf14_nc.jpg,wf2_nc.jpg,Stupidity,Intelligence,congruent
280,8657252.0,Condition_InIn,927.1720000000204,1.0,bf14_nc.jpg,wf2_nc.jpg,Stupidity,Intelligence,congruent
282,8657252.0,Condition_InIn,826.86299995234,1.0,bf14_nc.jpg,wf2_nc.jpg,Stupidity,Intelligence,congruent
284,8657252.0,Condition_InIn,1375.9340000000084,1.0,bf14_nc.jpg,wf2_nc.jpg,Stupidity,Intelligence,congruent
286,8657252.0,Condition_InIn,723.8749999761349,1.0,bf14_nc.jpg,wf2_nc.jpg,Stupidity,Intelligence,congruent
288,8657252.0,Condition_InIn,741.6179999523447,1.0,bf14_nc.jpg,wf2_nc.jpg,Stupidity,Intelligence,congruent
290,8657252.0,Condition_InIn,733.0560000000405,1.0,bf14_nc.jpg,wf2_nc.jpg,Stupidity,Intelligence,congruent
292,8657252.0,Condition_InIn,899.6379999999772,1.0,bf14_nc.jpg,wf2_nc.jpg,Stupidity,Intelligence,congruent
294,8657252.0,Condition_InIn,749.219999928493,1.0,bf14_nc.jpg,wf2_nc.jpg,Stupidity,Intelligence,congruent
296,8657252.0,Condition_InIn,708.6919999999809,1.0,bf14_nc.jpg,wf2_nc.jpg,Stupidity,Intelligence,congruent
298,8657252.0,Condition_InIn,790.3639999284642,1.0,bf14_nc.jpg,wf2_nc.jpg,Stupidity,Intelligence,congruent
300,8657252.0,Condition_InIn,778.0489999284619,0.0,bf14_nc.jpg,wf2_nc.jpg,Stupidity,Intelligence,congruent
302,8657252.0,Condition_InIn,691.1930000000284,0.0,bf14_nc.jpg,wf2_nc.jpg,Stupidity,Intelligence,congruent
304,8657252.0,Condition_InIn,1143.8400000000256,1.0,bf14_nc.jpg,wf2_nc.jpg,Stupidity,Intelligence,congruent
306,8657252.0,Condition_InIn,1058.0499999761814,1.0,bf14_nc.jpg,wf2_nc.jpg,Stupidity,Intelligence,congruent
308,8657252.0,Condition_InIn,926.8550000238464,1.0,bf14_nc.jpg,wf2_nc.jpg,Stupidity,Intelligence,congruent
312,8657252.0,Condition_InIn,1160.6359999523263,1.0,blank.png,blank.png,Weak,Strong,practice_congruent
314,8657252.0,Condition_InIn,794.9220000000205,1.0,blank.png,blank.png,Weak,Strong,practice_congruent
316,8657252.0,Condition_InIn,538.7220000238158,1.0,blank.png,blank.png,Weak,Strong,practice_congruent
318,8657252.0,Condition_InIn,663.9079999284586,1.0,blank.png,blank.png,Weak,Strong,practice_congruent
320,8657252.0,Condition_InIn,628.3699999284581,1.0,blank.png,blank.png,Weak,Strong,practice_congruent
322,8657252.0,Condition_InIn,718.774999952293,1.0,blank.png,blank.png,Weak,Strong,practice_congruent
324,8657252.0,Condition_InIn,721.9979999284842,1.0,blank.png,blank.png,Weak,Strong,practice_congruent
326,8657252.0,Condition_InIn,732.0169999761856,1.0,blank.png,blank.png,Weak,Strong,practice_congruent
328,8657252.0,Condition_InIn,835.2449999523233,1.0,blank.png,blank.png,Weak,Strong,practice_congruent
330,8657252.0,Condition_InIn,845.2450000238605,1.0,blank.png,blank.png,Weak,Strong,practice_congruent
332,8657252.0,Condition_InIn,681.4540000238339,1.0,blank.png,blank.png,Weak,Strong,practice_congruent
334,8657252.0,Condition_InIn,683.0579999999609,1.0,blank.png,blank.png,Weak,Strong,practice_congruent
336,8657252.0,Condition_InIn,699.7260000000824,1.0,blank.png,blank.png,Weak,Strong,practice_congruent
338,8657252.0,Condition_InIn,793.8059999285033,0.0,blank.png,blank.png,Weak,Strong,practice_congruent
340,8657252.0,Condition_InIn,794.2880000000005,1.0,blank.png,blank.png,Weak,Strong,practice_congruent
342,8657252.0,Condition_InIn,766.3699999999371,1.0,blank.png,blank.png,Weak,Strong,practice_congruent
346,8657252.0,Condition_InIn,1049.6170000000277,1.0,bf14_nc.jpg,wf2_nc.jpg,Weak,Strong,congruent
348,8657252.0,Condition_InIn,743.92699997616,1.0,bf14_nc.jpg,wf2_nc.jpg,Weak,Strong,congruent
350,8657252.0,Condition_InIn,669.6909999999916,1.0,bf14_nc.jpg,wf2_nc.jpg,Weak,Strong,congruent
352,8657252.0,Condition_InIn,632.9990000000107,1.0,bf14_nc.jpg,wf2_nc.jpg,Weak,Strong,congruent
354,8657252.0,Condition_InIn,816.335000000021,1.0,bf14_nc.jpg,wf2_nc.jpg,Weak,Strong,congruent
356,8657252.0,Condition_InIn,998.8119999999764,1.0,bf14_nc.jpg,wf2_nc.jpg,Weak,Strong,congruent
358,8657252.0,Condition_InIn,1051.7739999284968,1.0,bf14_nc.jpg,wf2_nc.jpg,Weak,Strong,congruent
360,8657252.0,Condition_InIn,932.9599999999627,1.0,bf14_nc.jpg,wf2_nc.jpg,Weak,Strong,congruent
362,8657252.0,Condition_InIn,1299.4890000000596,0.0,bf14_nc.jpg,wf2_nc.jpg,Weak,Strong,congruent
364,8657252.0,Condition_InIn,563.4270000000251,0.0,bf14_nc.jpg,wf2_nc.jpg,Weak,Strong,congruent
366,8657252.0,Condition_InIn,755.9560000238707,0.0,bf14_nc.jpg,wf2_nc.jpg,Weak,Strong,congruent
368,8657252.0,Condition_InIn,1019.5699999284698,1.0,bf14_nc.jpg,wf2_nc.jpg,Weak,Strong,congruent
370,8657252.0,Condition_InIn,663.9869999284856,1.0,bf14_nc.jpg,wf2_nc.jpg,Weak,Strong,congruent
372,8657252.0,Condition_InIn,1151.963999928499,0.0,bf14_nc.jpg,wf2_nc.jpg,Weak,Strong,congruent
374,8657252.0,Condition_InIn,649.2159999523428,1.0,bf14_nc.jpg,wf2_nc.jpg,Weak,Strong,congruent
376,8657252.0,Condition_InIn,848.1290000238223,0.0,bf14_nc.jpg,wf2_nc.jpg,Weak,Strong,congruent
378,8657252.0,Condition_InIn,690.1269999761716,1.0,bf14_nc.jpg,wf2_nc.jpg,Weak,Strong,congruent
380,8657252.0,Condition_InIn,966.283000000054,1.0,bf14_nc.jpg,wf2_nc.jpg,Weak,Strong,congruent
382,8657252.0,Condition_InIn,1139.1509999284754,0.0,bf14_nc.jpg,wf2_nc.jpg,Weak,Strong,congruent
384,8657252.0,Condition_InIn,829.2600000000093,1.0,bf14_nc.jpg,wf2_nc.jpg,Weak,Strong,congruent
386,8657252.0,Condition_InIn,783.0249999999651,1.0,bf14_nc.jpg,wf2_nc.jpg,Weak,Strong,congruent
388,8657252.0,Condition_InIn,617.8669999761623,1.0,bf14_nc.jpg,wf2_nc.jpg,Weak,Strong,congruent
390,8657252.0,Condition_InIn,735.2609999999986,1.0,bf14_nc.jpg,wf2_nc.jpg,Weak,Strong,congruent
392,8657252.0,Condition_InIn,690.7309999522986,0.0,bf14_nc.jpg,wf2_nc.jpg,Weak,Strong,congruent
394,8657252.0,Condition_InIn,548.368999952334,0.0,bf14_nc.jpg,wf2_nc.jpg,Weak,Strong,congruent
396,8657252.0,Condition_InIn,927.4619999523276,1.0,bf14_nc.jpg,wf2_nc.jpg,Weak,Strong,congruent
398,8657252.0,Condition_InIn,866.3200000000652,1.0,bf14_nc.jpg,wf2_nc.jpg,Weak,Strong,congruent
400,8657252.0,Condition_InIn,954.3979999523144,1.0,bf14_nc.jpg,wf2_nc.jpg,Weak,Strong,congruent
412,8657277.0,Condition_InOut-both,2854.875000002983,0.0,bf14_nc.jpg,wf2_nc.jpg,,,practice_images
414,8657277.0,Condition_InOut-both,807.3029999985083,1.0,bf14_nc.jpg,wf2_nc.jpg,,,practice_images
416,8657277.0,Condition_InOut-both,554.4170000000013,1.0,bf14_nc.jpg,wf2_nc.jpg,,,practice_images
418,8657277.0,Condition_InOut-both,593.0049999999974,1.0,bf14_nc.jpg,wf2_nc.jpg,,,practice_images
420,8657277.0,Condition_InOut-both,518.808000004472,1.0,bf14_nc.jpg,wf2_nc.jpg,,,practice_images
422,8657277.0,Condition_InOut-both,561.2490000029793,1.0,bf14_nc.jpg,wf2_nc.jpg,,,practice_images
424,8657277.0,Condition_InOut-both,582.1980000014883,1.0,bf14_nc.jpg,wf2_nc.jpg,,,practice_images
426,8657277.0,Condition_InOut-both,679.6980000014883,1.0,bf14_nc.jpg,wf2_nc.jpg,,,practice_images
428,8657277.0,Condition_InOut-both,491.0500000014872,1.0,bf14_nc.jpg,wf2_nc.jpg,,,practice_images
430,8657277.0,Condition_InOut-both,596.3240000014921,1.0,bf14_nc.jpg,wf2_nc.jpg,,,practice_images
432,8657277.0,Condition_InOut-both,523.0370000029798,1.0,bf14_nc.jpg,wf2_nc.jpg,,,practice_images
434,8657277.0,Condition_InOut-both,612.4830000014917,1.0,bf14_nc.jpg,wf2_nc.jpg,,,practice_images
438,8657277.0,Condition_InOut-both,919.6899999985108,0.0,blank.png,blank.png,Stupidity,Intelligence,practice_congruent
440,8657277.0,Condition_InOut-both,1072.212000004467,1.0,blank.png,blank.png,Stupidity,Intelligence,practice_congruent
442,8657277.0,Condition_InOut-both,730.1430000014952,1.0,blank.png,blank.png,Stupidity,Intelligence,practice_congruent
444,8657277.0,Condition_InOut-both,579.3930000014952,1.0,blank.png,blank.png,Stupidity,Intelligence,practice_congruent
446,8657277.0,Condition_InOut-both,465.7109999999957,0.0,blank.png,blank.png,Stupidity,Intelligence,practice_congruent
448,8657277.0,Condition_InOut-both,566.9159999999829,1.0,blank.png,blank.png,Stupidity,Intelligence,practice_congruent
450,8657277.0,Condition_InOut-both,569.2630000029749,1.0,blank.png,blank.png,Stupidity,Intelligence,practice_congruent
452,8657277.0,Condition_InOut-both,653.4660000014846,1.0,blank.png,blank.png,Stupidity,Intelligence,practice_congruent
454,8657277.0,Condition_InOut-both,635.1999999985128,1.0,blank.png,blank.png,Stupidity,Intelligence,practice_congruent
456,8657277.0,Condition_InOut-both,662.7060000029742,1.0,blank.png,blank.png,Stupidity,Intelligence,practice_congruent
458,8657277.0,Condition_InOut-both,635.2280000000028,1.0,blank.png,blank.png,Stupidity,Intelligence,practice_congruent
460,8657277.0,Condition_InOut-both,641.6060000044672,0.0,blank.png,blank.png,Stupidity,Intelligence,practice_congruent
462,8657277.0,Condition_InOut-both,787.6549999999988,1.0,blank.png,blank.png,Stupidity,Intelligence,practice_congruent
464,8657277.0,Condition_InOut-both,863.1819999985164,1.0,blank.png,blank.png,Stupidity,Intelligence,practice_congruent
466,8657277.0,Condition_InOut-both,698.011000004466,1.0,blank.png,blank.png,Stupidity,Intelligence,practice_congruent
468,8657277.0,Condition_InOut-both,615.801999999996,1.0,blank.png,blank.png,Stupidity,Intelligence,practice_congruent
472,8657277.0,Condition_InOut-both,2044.983000002976,0.0,bf14_nc.jpg,wf2_nc.jpg,Stupidity,Intelligence,congruent
474,8657277.0,Condition_InOut-both,1914.1720000044731,0.0,bf14_nc.jpg,wf2_nc.jpg,Stupidity,Intelligence,congruent
476,8657277.0,Condition_InOut-both,1340.008000001486,1.0,bf14_nc.jpg,wf2_nc.jpg,Stupidity,Intelligence,congruent
478,8657277.0,Condition_InOut-both,681.744000000006,1.0,bf14_nc.jpg,wf2_nc.jpg,Stupidity,Intelligence,congruent
480,8657277.0,Condition_InOut-both,635.1770000014949,1.0,bf14_nc.jpg,wf2_nc.jpg,Stupidity,Intelligence,congruent
482,8657277.0,Condition_InOut-both,914.6070000029868,1.0,bf14_nc.jpg,wf2_nc.jpg,Stupidity,Intelligence,congruent
484,8657277.0,Condition_InOut-both,723.7139999985084,1.0,bf14_nc.jpg,wf2_nc.jpg,Stupidity,Intelligence,congruent
486,8657277.0,Condition_InOut-both,700.1730000000098,1.0,bf14_nc.jpg,wf2_nc.jpg,Stupidity,Intelligence,congruent
488,8657277.0,Condition_InOut-both,653.3819999999978,1.0,bf14_nc.jpg,wf2_nc.jpg,Stupidity,Intelligence,congruent
490,8657277.0,Condition_InOut-both,609.9340000014927,1.0,bf14_nc.jpg,wf2_nc.jpg,Stupidity,Intelligence,congruent
