,Response,Response,Response,Response,Response,Response,Response,Response,Response,Response
7814431.0,3,3,2,1,3,7,3,2,2,1
7814432.0,6,5,2,7,7,7,5,4,7,3
7814437.0,5,7,1,2,6,6,5,4,3,5
7814438.0,7,3,6,1,7,7,7,4,5,1
7814441.0,6,6,3,6,5,6,5,7,3,6
7814446.0,4,6,2,2,3,4,6,5,3,5
7814447.0,5,7,2,6,4,7,5,2,5,1
7814455.0,5,7,5,5,5,6,5,7,5,7
7814468.0,5,7,4,6,6,6,5,4,5,3
7814476.0,7,5,3,1,7,7,6,7,7,3
7814479.0,7,6,3,2,6,6,6,6,6,5
7814502.0,5,5,3,6,6,5,6,4,6,6
7814508.0,5,5,3,5,3,6,6,5,3,4
7814513.0,6,6,3,5,6,6,5,6,4,2
7814518.0,6,7,6,7,5,6,7,7,5,6
7814533.0,6,2,1,2,7,7,3,3,2,6
7814535.0,6,5,5,6,4,6,5,6,5,6
7814544.0,2,3,1,3,2,2,2,1,2,4
7814545.0,2,4,3,4,3,4,4,4,4,4
7814552.0,6,5,3,5,6,6,3,5,6,2
7814555.0,5,5,3,5,7,7,5,3,5,2
7814568.0,5,6,2,1,6,6,5,5,5,3
7814571.0,7,6,3,1,6,7,4,3,5,5
7814577.0,6,6,2,7,5,6,7,6,7,6
7814579.0,6,5,3,2,7,7,4,5,4,2
7814585.0,6,6,5,6,5,6,7,5,6,5
7814587.0,4,5,3,6,5,5,4,3,5,3
7814588.0,3,3,2,2,5,4,6,3,2,3
7814598.0,7,7,3,5,7,7,7,7,6,2
7814600.0,6,5,3,3,7,7,6,5,7,2
7814620.0,6,5,5,5,6,5,5,5,6,6
7814630.0,2,2,1,6,3,6,2,1,1,5
7814631.0,3,5,3,6,7,4,4,6,3,6
7814662.0,5,6,6,5,5,5,4,3,5,2
7814668.0,6,5,3,3,6,5,6,5,5,6
7814673.0,7,4,2,6,7,7,5,5,5,3
7814683.0,5,5,8,6,5,2,6,7,5,6
7814698.0,6,7,3,1,7,7,6,7,6,3
7814707.0,6,5,3,2,7,7,5,6,6,3
7814720.0,7,7,6,7,7,7,7,3,5,7
7814721.0,6,7,2,2,7,7,5,4,3,5
7814731.0,5,5,1,3,6,6,5,4,4,2
7814734.0,7,7,7,7,7,7,7,7,6,5
7814763.0,6,5,5,5,7,7,6,6,6,5
7814770.0,6,6,2,3,6,6,5,4,5,3
7814793.0,5,3,3,1,4,4,5,5,6,3
7814830.0,5,6,2,3,7,6,5,5,5,3
7814869.0,7,7,3,7,7,7,6,6,5,7
7814887.0,6,6,5,5,3,5,5,3,5,5
7814893.0,4,3,2,2,6,6,6,4,6,3
7814895.0,5,5,2,2,5,5,3,2,3,4
7814901.0,5,7,3,3,5,7,5,6,5,3
7814925.0,3,5,2,5,3,6,3,2,2,3
7814927.0,5,7,5,7,7,7,5,5,3,7
7814932.0,2,6,2,6,2,6,5,7,4,7
7814937.0,5,5,5,5,5,6,6,5,6,5
7814938.0,6,7,3,3,6,6,6,6,6,5
7814945.0,5,5,5,6,6,7,5,5,7,5
7814950.0,5,3,5,7,4,4,6,6,5,3
7814956.0,6,3,2,1,6,6,5,6,5,5
7814957.0,5,7,6,3,5,5,5,5,5,5
7814960.0,4,5,1,1,7,7,1,7,7,7
7814964.0,5,3,3,5,6,5,3,3,6,5
7814966.0,5,5,5,5,5,5,5,5,5,5
7814967.0,5,7,5,6,4,7,6,5,3,3
7814968.0,6,3,2,3,7,7,4,7,5,5
7814983.0,5,4,4,5,3,5,5,5,4,3
7814989.0,4,4,2,2,3,3,4,3,3,3
7814996.0,5,4,2,6,6,7,5,4,7,7
7815000.0,7,7,4,5,7,7,7,7,7,5
7815005.0,5,6,2,5,7,7,5,5,6,3
7815008.0,6,5,5,6,2,5,3,2,5,2
7815011.0,6,5,3,3,6,6,7,5,5,2
7815032.0,6,3,5,5,7,7,4,6,6,6
7815066.0,5,6,2,2,7,7,5,6,7,6
7815203.0,7,6,3,1,7,6,6,6,6,5
7815271.0,7,7,3,4,7,7,5,5,7,3
7815323.0,6,7,2,5,5,7,6,7,3,7
7822519.0,5,3,3,3,6,5,5,6,5,5
7855753.0,4,6,2,5,7,7,6,4,5,5
7855755.0,5,6,2,6,7,7,3,5,6,2
7855760.0,7,5,2,2,7,7,5,7,6,5
7855765.0,6,6,5,3,6,6,6,7,6,5
7855769.0,3,4,2,2,3,3,2,3,2,2
7855774.0,6,5,3,2,5,5,5,6,6,3
7855775.0,5,6,3,1,2,2,4,3,4,2
7855782.0,5,3,3,2,6,6,5,5,6,3
7855783.0,5,5,1,3,6,6,3,5,4,2
7855788.0,5,6,3,3,6,6,6,6,6,6
7855789.0,7,7,7,2,7,7,7,7,7,7
7855794.0,6,5,3,7,7,7,5,5,3,1
7855799.0,7,6,3,1,7,7,5,6,5,3
7855801.0,6,3,4,3,6,6,5,6,3,3
7855804.0,5,7,2,2,3,6,2,2,2,2
7855806.0,7,7,3,3,7,7,4,6,6,5
7855807.0,7,7,3,2,6,6,6,2,5,2
7855809.0,5,5,3,5,6,7,3,6,5,3
7855812.0,5,7,3,1,6,6,5,4,5,2
7855815.0,6,6,6,6,6,6,6,6,6,6
7855816.0,5,7,2,1,7,7,6,5,6,7
7855818.0,7,7,4,7,7,7,5,6,5,6
7855819.0,5,5,5,7,6,6,6,2,2,5
7855820.0,6,5,2,2,7,7,6,6,6,6
7855823.0,7,4,4,4,7,6,4,1,2,7
7855828.0,6,5,1,3,6,6,7,5,4,5
7855840.0,7,5,7,3,2,7,7,6,6,7
7855853.0,6,5,3,5,7,7,5,7,7,5
7855858.0,7,6,7,2,7,7,6,7,7,2
7855862.0,5,5,5,5,5,6,5,3,5,3
7855869.0,6,4,5,3,7,6,6,6,6,4
7855871.0,5,5,2,5,3,6,5,5,4,2
7855873.0,6,6,6,5,6,5,7,6,6,6
7855878.0,6,7,5,6,7,7,7,6,6,5
7855879.0,6,6,4,5,5,5,5,6,5,2
7855881.0,4,5,2,6,4,4,3,3,2,2
7855887.0,3,3,3,5,5,3,5,5,5,3
7855895.0,6,6,7,5,6,7,5,6,7,5
7855902.0,7,5,6,5,1,7,6,6,7,6
7855911.0,7,7,2,3,7,7,6,5,7,5
7855930.0,7,7,5,5,7,7,6,6,7,5
7855939.0,1,5,1,2,2,2,1,1,1,3
7855961.0,6,6,4,6,6,3,5,6,4,6
7855963.0,5,4,3,5,5,4,4,4,4,4
7855969.0,5,5,4,2,5,6,6,5,7,3
7855977.0,6,7,6,6,7,7,7,7,5,7
7855978.0,3,3,2,5,6,6,3,2,3,7
7855981.0,6,7,6,6,7,7,6,6,6,6
7856014.0,6,7,6,7,6,6,7,6,7,6
7856016.0,7,7,2,4,7,6,4,3,4,6
7856021.0,6,6,4,5,7,7,5,6,6,5
7856044.0,7,6,6,6,7,7,6,6,7,6
7856054.0,7,7,5,3,7,7,6,7,7,5
7856075.0,6,7,1,2,7,6,5,7,3,5
7856097.0,5,4,3,6,5,5,4,4,4,2
7856114.0,5,6,3,4,4,4,5,2,3,4
7856134.0,7,6,1,1,7,7,7,5,6,5
7856139.0,5,5,2,2,5,5,4,3,4,3
7856141.0,3,3,3,6,4,4,5,5,6,3
7856149.0,6,6,6,4,7,7,6,8,6,3
7856152.0,6,7,7,5,7,7,7,7,7,6
7856154.0,7,7,3,2,6,5,5,6,6,3
7856160.0,5,6,2,1,4,4,5,6,5,2
7856174.0,2,2,2,2,2,2,2,2,2,2
7856180.0,7,5,5,2,7,7,5,4,6,3
7856185.0,6,6,4,1,6,6,3,4,4,5
7856191.0,7,6,7,7,7,7,5,5,7,7
7856192.0,3,6,5,5,2,6,6,5,4,6
7856195.0,5,5,6,5,6,6,5,6,5,6
7856202.0,6,5,4,6,6,6,6,6,7,4
7856209.0,7,7,2,1,7,7,5,6,4,6
7856218.0,7,7,2,4,7,7,7,7,7,7
7856222.0,5,7,1,1,5,7,5,6,3,1
7856224.0,2,3,1,4,1,1,1,1,1,1
7856235.0,6,7,3,3,6,6,7,5,6,3
7856241.0,5,5,2,1,6,6,5,6,5,3
7856242.0,6,7,6,6,6,4,7,6,3,6
7856245.0,6,3,2,1,4,6,3,3,7,2
7856249.0,7,7,3,4,4,4,4,4,4,4
7856251.0,3,5,3,4,6,5,3,2,5,3
7856254.0,6,7,1,1,8,8,6,5,2,1
7856257.0,7,7,4,4,7,7,5,6,6,5
7856259.0,3,3,2,3,3,3,3,2,2,5
7856265.0,6,6,3,5,7,7,5,7,6,5
7856281.0,6,6,5,7,5,3,6,5,6,3
7856289.0,4,6,2,2,5,4,4,6,3,2
7856294.0,6,5,5,6,6,5,3,5,6,3
7856311.0,7,7,5,5,7,7,7,7,7,5
7856315.0,5,6,3,3,5,5,5,5,5,2
7856321.0,6,6,5,5,6,7,6,5,6,3
7856328.0,6,6,5,4,6,6,5,6,7,2
7856347.0,6,5,6,5,7,6,5,7,6,7
7856357.0,2,2,5,3,3,6,2,2,5,6
7856361.0,6,5,3,2,6,6,5,5,5,3
7856362.0,5,6,3,2,6,5,3,3,6,1
7856387.0,3,3,1,1,5,5,3,5,3,3
7856394.0,7,5,2,2,5,6,4,5,6,2
7856398.0,7,5,1,7,7,7,7,7,7,1
7856409.0,5,4,5,6,5,5,5,5,3,5
7856413.0,3,3,6,5,3,3,6,5,5,2
7856439.0,1,2,1,1,5,5,4,5,5,1
7856448.0,7,6,6,6,7,7,5,5,6,6
7856469.0,6,2,2,2,5,5,3,4,4,4
7856489.0,7,7,1,1,7,7,7,6,6,1
7856491.0,2,6,1,6,5,7,3,5,2,5
7856516.0,5,5,6,5,5,5,5,6,5,6
7856518.0,5,2,2,2,4,4,4,3,3,3
7856530.0,7,4,1,1,7,7,4,5,4,2
7856539.0,5,5,5,5,5,5,6,5,5,5
7856565.0,3,7,6,6,5,5,5,5,6,5
7856587.0,2,3,2,3,5,4,3,3,5,7
7856591.0,6,4,3,1,7,7,5,6,6,5
7856603.0,4,5,2,4,5,5,4,4,6,3
7856614.0,7,7,3,6,6,7,4,6,7,6
7856618.0,6,7,5,2,7,7,6,6,7,3
7856626.0,3,1,3,3,5,5,2,5,5,2
7856645.0,6,6,3,6,7,7,7,7,7,7
7856688.0,6,6,5,6,5,7,6,5,6,5
7856689.0,6,6,3,1,6,6,5,3,5,3
7856699.0,5,5,3,4,5,5,5,4,5,5
7856701.0,5,5,3,3,6,6,6,5,7,3
7856719.0,7,4,3,5,7,5,3,3,6,6
7856751.0,7,7,2,6,6,7,5,7,6,2
7856790.0,7,7,2,2,7,7,6,6,7,7
7856839.0,5,7,5,6,6,6,5,5,3,6
7856840.0,5,7,3,7,3,2,5,3,6,5
7856862.0,7,6,4,2,7,7,6,6,7,6
7856863.0,5,5,3,2,5,5,6,6,6,6
7856883.0,5,4,3,4,5,5,3,3,5,3
7856919.0,6,6,3,2,6,6,6,5,4,6
7856942.0,7,7,7,6,1,7,7,7,7,6
7856953.0,6,3,3,2,3,5,2,3,5,2
7856957.0,7,6,6,5,7,7,6,5,5,4
7856959.0,5,6,2,2,7,6,3,5,4,5
7856968.0,5,5,2,1,5,5,3,3,5,3
7856980.0,5,5,3,2,7,7,6,6,6,3
7857102.0,6,4,2,6,6,5,4,2,4,7
7857188.0,5,5,6,6,5,6,5,6,4,6
7857204.0,5,7,3,3,6,6,5,6,3,4
7857493.0,3,6,5,4,4,4,6,5,6,5
7857679.0,3,7,2,1,6,6,5,5,5,3
7857715.0,5,7,2,6,3,5,3,6,5,2
7857731.0,7,3,7,7,7,7,4,3,2,7
7857858.0,6,7,3,3,7,7,7,6,7,6
7857968.0,2,6,1,7,6,6,6,5,2,5
7858184.0,7,7,5,3,7,7,6,7,7,6
7979592.0,7,5,3,3,5,5,4,3,6,2
7979596.0,6,5,5,7,3,7,6,5,6,3
7979598.0,7,7,4,7,5,5,5,5,5,3
7979603.0,5,7,6,3,6,5,7,5,3,7
7979605.0,7,6,2,5,6,7,7,3,6,7
7979606.0,6,4,3,1,7,7,6,7,5,5
7979607.0,3,6,2,2,5,5,6,5,5,5
7979611.0,7,7,7,6,5,6,6,7,3,2
7979612.0,7,5,3,4,7,7,7,7,7,6
7979621.0,6,6,2,2,6,6,6,4,1,5
7979626.0,7,5,2,1,5,5,2,3,3,2
7979637.0,7,5,1,4,5,5,2,3,3,2
7979642.0,5,5,3,5,5,5,5,5,5,5
7979646.0,7,7,3,3,7,7,6,7,7,5
7979648.0,6,6,6,3,6,6,6,5,5,5
7979655.0,6,7,7,6,7,6,7,6,7,6
7979662.0,7,6,6,7,6,7,6,6,7,6
7979667.0,5,4,5,5,5,5,4,4,4,4
7979668.0,7,6,2,3,7,7,6,6,6,2
7979671.0,7,5,2,2,6,6,5,6,6,4
7979673.0,6,6,5,6,6,6,6,6,6,6
7979683.0,5,7,6,7,6,7,6,5,2,6
7979685.0,7,7,4,2,7,7,5,6,5,7
7979711.0,6,5,3,2,7,7,6,5,6,7
7979720.0,7,5,2,1,7,7,6,6,5,2
7979723.0,7,6,6,6,7,7,5,5,5,7
7979724.0,6,2,2,2,5,5,3,6,2,2
7979729.0,6,4,2,1,4,4,3,4,5,5
7979733.0,5,3,2,5,4,4,5,4,3,3
7979762.0,6,5,3,1,5,5,3,5,7,5
7979765.0,7,3,5,3,5,5,6,6,6,5
7979770.0,7,7,1,6,6,6,6,3,3,7
7979775.0,6,5,3,7,6,6,5,6,3,2
7979798.0,6,3,3,3,5,5,3,5,5,3
7979801.0,3,6,6,5,5,5,5,6,5,3
7979803.0,7,5,2,1,7,7,6,6,6,5
7979804.0,5,6,6,6,6,6,5,5,6,5
7979808.0,7,7,2,4,6,6,6,5,6,3
7979818.0,4,5,1,1,7,7,3,5,6,2
7979820.0,5,7,3,6,6,3,7,7,7,6
7979843.0,7,5,1,1,7,7,3,5,5,6
7979846.0,5,6,2,2,6,6,5,4,5,4
7979849.0,6,6,5,6,5,5,6,5,3,5
7979850.0,7,7,7,2,7,7,5,5,7,7
7979870.0,3,5,6,5,5,4,5,4,3,5
7979871.0,5,6,5,3,5,6,6,6,3,5
7979890.0,6,6,5,5,7,7,5,6,7,7
7979891.0,7,7,3,3,3,3,3,5,3,2
7979926.0,6,6,5,4,6,7,6,6,6,5
7979931.0,5,6,6,5,6,5,6,5,6,5
7979937.0,6,7,2,5,7,3,4,6,3,6
7979944.0,7,4,3,5,3,3,4,3,3,4
7979953.0,6,4,2,1,2,7,5,2,6,1
7979971.0,5,5,5,5,5,6,5,5,6,5
7980026.0,7,6,2,4,6,6,4,5,6,2
7980036.0,6,6,3,3,5,6,4,5,6,5
7980043.0,3,4,1,4,5,4,3,3,1,7
7980046.0,7,7,7,7,7,6,7,7,6,7
7980081.0,2,5,2,5,3,6,5,5,2,3
7980087.0,5,2,5,2,6,7,3,7,4,7
7980112.0,6,4,2,5,7,7,5,5,6,3
7980119.0,2,6,3,7,1,5,5,5,6,6
7980122.0,7,6,1,6,7,7,4,6,5,2
7980145.0,3,4,6,5,5,6,2,5,7,5
7980151.0,6,3,3,1,5,5,4,7,6,4
7980213.0,4,4,4,4,4,4,4,4,5,4
7980225.0,5,5,5,6,5,5,5,6,5,6
7980275.0,7,7,5,4,7,7,7,4,7,4
7980277.0,7,7,2,2,7,7,6,6,6,5
7980278.0,6,6,3,7,5,6,6,4,4,7
7980285.0,5,5,3,6,3,3,3,2,2,5
7980292.0,3,3,3,6,3,3,2,3,5,3
7980302.0,6,5,3,3,5,6,5,6,6,3
7980306.0,6,6,6,6,6,5,6,6,6,6
7980307.0,7,5,7,1,5,5,4,5,7,4
7980314.0,4,4,2,7,3,3,3,3,3,1
7980315.0,7,3,3,1,7,7,2,5,5,3
7980333.0,7,4,1,4,2,2,5,6,5,5
7980355.0,7,6,6,5,5,7,4,6,5,6
7980409.0,6,6,4,3,7,7,7,7,5,5
7980415.0,7,1,1,7,3,4,2,2,1,7
7980458.0,7,5,6,5,5,5,5,7,5,3
7980482.0,6,7,5,7,7,7,5,7,7,7
7980593.0,5,7,2,5,3,6,6,5,2,7
7980594.0,6,7,3,6,6,6,6,4,7,7
7980624.0,6,5,7,6,1,5,7,6,1,4
7980639.0,5,3,2,2,6,6,5,3,5,3
7980654.0,6,7,2,3,5,5,3,5,3,2
7980659.0,7,4,6,5,6,6,6,6,5,3
7980668.0,7,6,2,3,6,6,5,5,5,7
7980685.0,6,3,1,4,3,3,5,6,4,6
7980687.0,7,5,3,3,6,6,3,5,6,2
7980692.0,5,6,2,3,5,5,5,6,2,5
7980715.0,2,2,1,1,1,3,1,1,2,3
7980716.0,5,7,2,7,7,7,6,6,7,7
7980721.0,6,4,2,2,7,7,4,4,5,7
7980729.0,6,6,4,4,5,5,5,4,4,4
7980747.0,7,3,3,5,2,4,6,5,5,7
7980769.0,6,5,2,2,5,5,4,4,5,2
7980770.0,7,7,5,3,6,3,5,3,2,1
7980795.0,7,7,5,4,7,7,7,4,5,6
7980828.0,7,4,5,5,5,5,6,7,7,7
7980845.0,6,7,5,7,6,6,7,5,3,7
7980854.0,3,3,3,3,5,5,6,3,6,3
7980867.0,6,5,5,3,6,6,5,5,6,6
7980877.0,6,6,6,5,5,6,6,6,7,6
7980914.0,7,5,1,1,7,7,7,7,7,5
7980940.0,6,4,7,5,6,6,7,5,6,6
7980949.0,6,5,3,6,6,5,6,5,5,2
7980960.0,6,6,6,6,2,7,7,6,2,7
7980968.0,6,5,3,3,6,6,5,6,5,2
7980994.0,6,6,6,5,6,5,6,5,5,6
7981038.0,7,6,2,5,6,6,5,3,3,5
7981047.0,7,5,3,5,5,7,5,4,7,3
7981070.0,7,3,1,4,5,5,3,6,5,4
7981074.0,7,5,1,1,1,1,1,2,2,7
7981083.0,7,7,3,7,7,7,7,6,7,7
7981093.0,7,7,7,1,7,7,7,7,7,7
7981120.0,7,6,6,7,6,7,7,5,7,7
7981156.0,7,5,2,2,7,7,7,6,5,7
7981158.0,6,5,1,1,7,7,6,6,7,5
7981180.0,6,3,2,5,5,5,3,3,3,5
7981182.0,5,6,3,6,3,6,6,6,6,3
7981186.0,7,6,6,2,7,7,7,7,7,5
7981194.0,4,4,1,1,4,4,1,2,2,1
7981196.0,7,1,3,1,5,5,6,6,1,6
7981216.0,6,5,6,6,7,3,5,5,5,6
7981219.0,5,3,2,3,6,6,4,4,5,2
7981236.0,7,3,4,3,6,6,7,6,6,3
7981256.0,7,7,4,1,7,7,7,7,7,1
7981263.0,5,6,3,2,5,5,5,5,5,3
7981270.0,6,6,6,3,7,6,6,5,6,2
7981277.0,7,5,3,3,7,7,7,7,7,4
7981302.0,7,5,2,3,5,3,7,6,7,7
7981336.0,7,7,1,2,7,7,7,7,5,1
7981346.0,6,7,2,3,5,7,6,6,5,6
7981362.0,7,2,2,3,7,7,7,5,5,4
7981392.0,7,3,3,7,7,6,5,5,5,3
7981475.0,7,1,1,1,7,7,7,7,1,1
7981482.0,7,7,5,2,7,7,7,7,7,5
7981492.0,6,6,1,2,2,7,4,5,2,1
7981548.0,6,5,5,5,6,7,6,5,7,6
7981631.0,7,4,3,2,6,6,4,5,5,4
7981720.0,6,5,3,4,7,7,6,4,7,4
7981721.0,6,6,2,7,5,2,6,2,2,2
7981725.0,7,6,5,3,6,6,6,6,6,5
7981728.0,5,3,2,7,5,5,5,5,2,4
7981755.0,3,6,7,7,7,4,5,6,1,7
7981846.0,2,2,1,2,3,5,5,5,6,2
7981990.0,1,2,6,7,5,5,7,7,5,6
7982642.0,5,5,6,5,4,5,6,5,5,4
7983733.0,7,7,2,3,7,7,5,5,6,5
7983788.0,7,7,2,2,5,5,5,4,5,3
7984427.0,6,7,4,7,5,7,7,5,6,6
7984742.0,6,6,5,5,5,5,6,4,5,6
7985468.0,7,5,2,6,6,6,5,3,5,2
7985586.0,7,2,2,5,6,5,4,5,7,5
7985880.0,7,5,2,6,7,7,6,6,7,7
7985969.0,7,2,2,2,7,6,5,6,6,3
7986375.0,7,4,3,5,3,3,5,5,5,6
7986592.0,6,5,5,7,3,7,4,7,5,7
7986633.0,7,3,2,3,7,7,3,5,4,5
7986669.0,4,7,4,2,3,6,7,6,6,2
7986671.0,5,4,4,4,4,4,4,4,4,4
7986952.0,5,7,5,5,5,5,5,5,5,5
7987028.0,7,5,1,1,7,7,6,7,2,7
7987063.0,5,5,2,1,5,5,5,5,4,4
7987078.0,2,7,2,2,1,1,7,1,1,7
7987159.0,5,5,4,4,5,5,5,5,4,4
7987299.0,7,5,3,3,7,7,7,7,7,5
7987305.0,1,5,5,6,1,7,5,6,2,3
7987517.0,7,7,6,5,3,5,5,5,2,5
7987587.0,7,2,2,2,5,3,3,2,2,2
7987655.0,5,4,3,5,6,5,5,4,4,5
7987708.0,7,4,3,3,7,6,6,5,5,2
7988059.0,7,7,2,1,6,6,7,6,6,2
7988066.0,7,3,5,2,7,7,7,7,7,5
7988258.0,6,5,5,5,5,6,6,5,5,3
7988698.0,5,3,3,4,2,3,5,3,5,2
7988769.0,7,5,1,7,3,3,2,2,1,3
7988877.0,6,3,2,1,5,5,5,5,6,4
7989142.0,3,6,2,3,2,2,2,2,2,5
7989197.0,6,4,2,2,7,6,5,6,5,5
7989292.0,7,1,5,1,7,7,5,7,7,5
7989363.0,7,6,5,1,7,7,5,6,7,7
7989480.0,6,6,1,4,2,1,6,2,2,6
7989751.0,7,5,1,1,7,7,7,7,7,7
7989978.0,7,5,2,5,7,7,5,6,6,3
7990104.0,7,7,5,3,7,7,7,7,7,7
7990203.0,6,7,2,1,7,7,5,4,4,3
7990277.0,2,5,2,6,3,3,5,5,3,6
7990771.0,7,7,2,6,6,6,4,7,6,4
7990834.0,6,6,4,2,6,6,6,4,5,4
7990894.0,6,6,5,6,5,6,6,5,6,7
7990946.0,6,3,3,2,7,7,3,4,6,3
7992023.0,6,4,4,2,5,5,4,5,4,4
7992383.0,7,7,2,1,1,1,6,1,7,1
7993897.0,7,3,3,3,7,7,5,3,7,7
7995024.0,6,5,4,3,3,6,6,5,5,1
7995192.0,6,5,1,1,3,4,5,3,6,3
7995450.0,6,5,2,2,6,6,5,5,5,3
7995589.0,6,5,2,7,3,3,7,3,2,7
7995967.0,6,5,3,1,6,6,4,4,5,6
7996111.0,5,1,1,7,1,7,5,6,5,5
7996376.0,6,3,3,4,3,3,4,3,2,3
7996531.0,7,5,5,7,7,7,7,7,5,7
7996626.0,5,5,5,3,3,5,6,5,6,6
7996695.0,7,6,2,7,7,7,7,1,1,5
7996991.0,6,5,6,3,6,7,3,5,7,6
7997600.0,5,6,1,4,5,5,4,3,2,3
7998607.0,7,4,1,4,7,7,4,4,4,7
7998622.0,3,6,2,6,6,7,6,5,5,7
7998630.0,7,6,3,2,6,6,6,5,6,5
7998745.0,7,7,3,1,7,7,7,3,5,7
7998862.0,6,7,3,5,6,6,7,5,6,3
7998871.0,7,6,2,1,4,4,5,4,2,2
7999140.0,1,1,1,1,1,1,1,1,1,1
7999174.0,7,5,4,1,7,7,7,7,5,2
7999759.0,7,6,2,3,7,7,5,6,5,5
7999996.0,7,6,3,1,6,5,5,6,7,2
8000117.0,7,7,3,5,6,6,7,7,7,6
8000335.0,7,6,4,3,6,6,5,5,7,6
8001564.0,6,6,2,5,5,5,3,6,3,2
8002302.0,5,4,3,2,1,1,2,1,1,7
8002471.0,7,5,3,5,5,5,7,5,6,3
8002751.0,7,6,1,5,7,7,5,7,5,3
8002958.0,7,4,4,2,6,6,6,5,6,5
8003024.0,5,5,2,5,4,6,4,4,2,3
8003180.0,7,7,1,1,5,2,6,6,7,7
8003181.0,4,7,4,5,4,4,5,4,3,3
8003347.0,7,6,3,7,7,6,5,6,6,6
8003873.0,7,5,3,3,5,5,6,6,6,5
8005790.0,7,7,7,7,4,4,4,4,4,2
8005866.0,4,4,4,4,4,4,4,4,1,4
8006445.0,7,4,4,3,6,6,5,4,5,4
8006725.0,6,7,4,7,3,6,5,5,6,3
8007005.0,7,5,2,3,6,7,6,6,7,3
8007081.0,7,5,1,3,7,7,7,7,5,5
